id,observation_date,competitor_id,competitor_price,market_share_percentage,trend_score
2882,2021-06-26,3,44.96,19.65,-0.172
2883,2021-06-26,5,38.09,6.74,0.296
2884,2021-06-27,5,52.59,14.38,0.544
2885,2021-06-27,3,51.99,22.62,-0.709
2886,2021-06-27,4,30.93,17.22,-0.005
2887,2021-06-27,3,37.85,13.64,-0.14
2888,2021-06-27,5,39.72,15.31,0.328
2889,2021-06-27,3,36.06,17.04,-0.236
2890,2021-06-27,1,42.79,30.24,-0.105
2891,2021-06-27,4,16.22,21.4,-0.179
2892,2021-06-27,5,25.76,10.05,-0.14
2893,2021-06-28,4,46.22,13.98,-0.233
2894,2021-06-28,1,37.65,28.4,-0.149
2895,2021-06-28,2,30.34,26.78,0.146
2896,2021-06-28,3,42.18,15.66,-0.467
2897,2021-06-29,1,38.1,29,0.387
2898,2021-06-29,1,41.27,31.75,0.019
2899,2021-06-29,1,49.25,28.52,-0.131
2900,2021-06-29,3,31.09,20.12,-0.549
2901,2021-06-29,1,47.27,23.64,-0.05
2902,2021-06-29,2,46.02,27.32,-0.567
2903,2021-06-29,4,28.82,13.99,0.182
2904,2021-06-30,3,41.6,17.29,-0.152
2905,2021-06-30,5,47.19,12.22,-0.047
2906,2021-06-30,1,51.61,27.28,0.359
2907,2021-06-30,4,26.61,16.24,0.13
2908,2021-07-01,5,33.69,12.49,0.312
2909,2021-07-01,5,54.06,10.38,-0.539
2910,2021-07-01,5,53.93,13.24,-0.061
2911,2021-07-01,2,60.8,18.95,0.04
2912,2021-07-01,5,55.58,11.23,0.211
2913,2021-07-01,1,45.47,23.71,0.197
2914,2021-07-02,2,40.75,24.51,0.074
2915,2021-07-02,3,37.66,24.63,0.042
2916,2021-07-02,4,16.25,21.99,0.067
2917,2021-07-02,2,50.79,29.74,0.184
2918,2021-07-03,3,32.39,13.96,-0.096
2919,2021-07-03,3,31.24,25.25,0.232
2920,2021-07-03,5,44.6,18.83,0.116
2921,2021-07-03,1,45.15,30.07,-0.548
2922,2021-07-03,5,61.23,10.45,-0.284
2923,2021-07-03,1,35.94,29.95,0.222
2924,2021-07-03,2,29.59,27.28,-0.527
2925,2021-07-03,4,29.63,22.7,0.547
2926,2021-07-03,2,47.97,19.62,-0.184
2927,2021-07-04,4,29.24,19.55,-0.249
2928,2021-07-04,5,50.88,13.71,-0.477
2929,2021-07-04,2,31.76,25.84,-0.244
2930,2021-07-04,5,42.97,9.71,-0.035
2931,2021-07-04,4,35.62,13.67,-0.768
2932,2021-07-04,4,28.52,16.15,-0.344
2933,2021-07-04,2,43.74,23.52,-0.176
2934,2021-07-04,4,24.92,18.75,0.053
2935,2021-07-04,4,21.98,14.99,-0.102
2936,2021-07-04,4,28.79,16.14,-0.47
2937,2021-07-05,2,44.94,21.2,-0.033
2938,2021-07-05,1,37.31,26.93,0.064
2939,2021-07-05,1,44.71,27.56,-0.488
2940,2021-07-05,5,41.99,12.35,-0.838
2941,2021-07-06,1,42.57,31.13,-0.176
2942,2021-07-06,2,30.55,23.4,0.227
2943,2021-07-06,5,63.32,10.59,0.614
2944,2021-07-06,1,38.05,25.81,0.442
2945,2021-07-07,4,52.3,15.68,0.247
2946,2021-07-07,1,49.32,28.72,-0.01
2947,2021-07-07,2,32.88,23.54,0.392
2948,2021-07-07,2,43.46,18.72,-0.254
2949,2021-07-08,3,47.78,14.68,-0.663
2950,2021-07-08,5,62.47,12.56,0.085
2951,2021-07-08,3,47.5,20.79,-0.362
2952,2021-07-08,4,32.36,17.89,-0.113
2953,2021-07-08,3,30.55,24.75,0.274
2954,2021-07-08,3,42.54,19.82,0.432
2955,2021-07-08,5,49.16,9.1,0.33
2956,2021-07-08,1,62.4,21.66,0.004
2957,2021-07-08,2,43.89,21.73,0.004
2958,2021-07-08,1,34.24,27.97,-0.425
2959,2021-07-08,4,31.59,14.44,-0.212
2960,2021-07-08,4,30.61,16.53,0.215
2961,2021-07-08,3,42.65,25.19,-0.464
2962,2021-07-08,3,40.68,20.45,0.376
2963,2021-07-08,5,53.1,13.28,-0.153
2964,2021-07-09,5,60.91,10.52,-0.396
2965,2021-07-09,4,25.65,17.02,-0.582
2966,2021-07-09,5,54.9,12.1,-0.316
2967,2021-07-10,2,48.1,22.38,-0.079
2968,2021-07-10,5,55.02,9.64,-0.07
2969,2021-07-10,1,62.58,27.14,0.194
2970,2021-07-11,5,51.33,14.59,-0.243
2971,2021-07-11,4,37.91,19.69,0.585
2972,2021-07-11,1,29.11,30.37,0.215
2973,2021-07-11,4,39.27,15.37,-0.313
2974,2021-07-11,5,51.42,14.45,-0.108
2975,2021-07-11,2,39.1,19.53,-0.113
2976,2021-07-11,4,28.59,17.93,-0.417
2977,2021-07-11,3,40.77,21.86,-0.131
2978,2021-07-11,5,44.17,10.31,-0.072
2979,2021-07-12,1,42.39,22.66,-0.276
2980,2021-07-12,2,50.25,25.48,0.018
2981,2021-07-12,2,36.63,21.94,0.292
2982,2021-07-12,1,37.84,26.96,-0.156
2983,2021-07-12,4,35.6,17.04,0.197
2984,2021-07-12,3,42.7,16.27,0.123
2985,2021-07-13,5,44.07,11.04,0.43
2986,2021-07-13,3,43.9,16.6,-0.442
2987,2021-07-13,3,47.65,18.98,0.077
2988,2021-07-13,4,54.17,12.55,-0.087
2989,2021-07-13,2,36.05,23.52,-0.162
2990,2021-07-13,1,67.9,27.6,0.146
2991,2021-07-14,5,51.85,14.72,0
2992,2021-07-14,2,49.99,24.33,-0.259
2993,2021-07-14,1,52.3,21.18,0.049
2994,2021-07-14,3,47.15,17.67,0.096
2995,2021-07-14,2,39.76,22.26,-0.532
2996,2021-07-15,3,39.85,22.21,0.035
2997,2021-07-15,2,29.63,24.28,-0.545
2998,2021-07-15,1,46.99,28.86,-0.127
2999,2021-07-15,1,44.07,28.79,-0.288
3000,2021-07-15,2,41.84,21.45,-0.047
3001,2021-07-16,4,42.28,16.98,-0.056
3002,2021-07-16,2,40.26,22.6,-0.414
3003,2021-07-16,5,56.87,14.32,-0.339
3004,2021-07-16,3,45.73,17.88,-0.429
3005,2021-07-16,1,54.89,22.65,0.167
3006,2021-07-16,1,39.88,28.09,0.31
3007,2021-07-16,4,29.31,16.37,0.178
3008,2021-07-16,5,29.38,8.33,0.244
3009,2021-07-16,2,46.18,24.28,-0.327
3010,2021-07-17,5,11.69,12.87,-0.05
3011,2021-07-17,4,38.78,11.69,0.17
3012,2021-07-17,2,47.16,24.2,-0.293
3013,2021-07-18,2,35.03,22.87,0.307
3014,2021-07-18,5,63.88,8.27,-0.206
3015,2021-07-18,3,45.43,17.79,0.011
3016,2021-07-18,4,15.93,14.21,-0.504
3017,2021-07-18,2,54.41,22.63,-0.241
3018,2021-07-18,2,34.85,19.16,-0.265
3019,2021-07-18,3,39.77,17.84,0.372
3020,2021-07-18,4,38.84,13.45,0.043
3021,2021-07-19,4,30.4,19.75,-0.019
3022,2021-07-19,1,38.81,29.67,0.295
3023,2021-07-19,3,39.98,15.22,0.5
3024,2021-07-19,5,56.58,15.22,-0.392
3025,2021-07-20,3,36.35,18.98,-0.137
3026,2021-07-20,2,59.54,21.54,-0.138
3027,2021-07-20,2,44.24,27.6,-0.348
3028,2021-07-20,5,56.03,14.97,-0.296
3029,2021-07-20,3,39.11,19.54,0.183
3030,2021-07-20,3,45.76,15.69,-0.149
3031,2021-07-20,5,32.34,12.89,0.389
3032,2021-07-21,1,42.89,29.43,-0.213
3033,2021-07-21,4,40.45,15.87,-0.326
3034,2021-07-21,3,40.18,19.42,-0.496
3035,2021-07-21,2,35.71,19.18,-0.355
3036,2021-07-21,4,42.38,18.88,-0.132
3037,2021-07-21,1,52.22,26.18,-0.11
3038,2021-07-21,5,64.04,11.15,0.566
3039,2021-07-21,2,46.38,27.14,0.184
3040,2021-07-22,1,33.14,27.26,-0.075
3041,2021-07-22,5,59.59,10.76,0.029
3042,2021-07-22,4,38.83,14.92,0.068
3043,2021-07-22,2,44.92,25.14,0.18
3044,2021-07-23,4,39.57,15.67,-0.131
3045,2021-07-23,5,50.78,14.63,0.198
3046,2021-07-23,1,34.03,27.96,-0.194
3047,2021-07-23,4,35.54,14.75,-0.053
3048,2021-07-23,2,31.01,22.21,-0.18
3049,2021-07-24,4,24.62,14.61,0.014
3050,2021-07-24,1,40.31,30.93,-0.088
3051,2021-07-24,3,36.42,20.91,0.322
3052,2021-07-25,1,47.62,27.35,-0.002
3053,2021-07-25,2,32.84,21.27,-0.487
3054,2021-07-25,5,44.46,11.65,0.116
3055,2021-07-25,1,48.82,28.03,0.036
3056,2021-07-25,5,57.8,16.36,-0.068
3057,2021-07-25,4,45.44,15.62,0.146
3058,2021-07-26,1,40.04,26.47,-0.296
3059,2021-07-26,2,31.63,26.05,-0.617
3060,2021-07-26,4,44.78,13.45,0.117
3061,2021-07-26,2,36.55,21.87,0.207
3062,2021-07-26,5,50.79,16.15,-0.237
3063,2021-07-26,2,43.06,18.12,0.082
3064,2021-07-27,4,26.78,11.8,-0.432
3065,2021-07-27,2,46.04,22.55,-0.153
3066,2021-07-27,4,35.34,24.41,-0.172
3067,2021-07-27,5,50.99,16.01,-0.273
3068,2021-07-27,5,52.48,15.2,0.141
3069,2021-07-28,3,40.08,20.7,-0.242
3070,2021-07-28,2,38.07,20.33,-0.024
3071,2021-07-28,1,47.95,25.6,-0.245
3072,2021-07-28,3,46.86,18.79,-0.38
3073,2021-07-28,5,75.09,13.34,-0.025
3074,2021-07-29,4,48.62,19.37,-0.276
3075,2021-07-29,4,43.15,13.31,0.289
3076,2021-07-29,3,38.52,22.46,-0.561
3077,2021-07-30,1,32.56,30.58,-0.087
3078,2021-07-30,5,47.5,9.79,-0.105
3079,2021-07-31,4,44.15,14.13,-0.062
3080,2021-07-31,2,39.12,16.13,-0.053
3081,2021-07-31,2,48.82,25.69,-0.189
3082,2021-07-31,5,48.8,14.39,0.043
3083,2021-07-31,4,45.92,22.37,-0.301
3084,2021-07-31,1,49.18,26.48,-0.791
3085,2021-07-31,5,47.11,14.9,-0.175
3086,2021-07-31,1,29.64,29.44,-0.093
3087,2021-07-31,5,51.07,12.37,0.319
3088,2021-07-31,4,38.42,18.32,-0.334
3089,2021-07-31,1,54.87,25.94,-0.297
3090,2021-08-01,4,18.01,14.51,0.13
3091,2021-08-01,1,44.63,26.26,0.012
3092,2021-08-01,3,34.57,17.87,0.217
3093,2021-08-01,5,59.17,10.49,-0.335
3094,2021-08-01,5,58.34,10.56,0.231
3095,2021-08-01,4,35.36,14.05,0.112
3096,2021-08-01,2,39.79,19.39,0.536
3097,2021-08-01,1,49.91,24.22,-0.021
3098,2021-08-01,1,42.61,31.29,-0.255
3099,2021-08-02,4,28.78,19.04,0.098
3100,2021-08-02,3,27.86,17.48,-0.34
3101,2021-08-02,3,42.34,20.98,0.014
3102,2021-08-02,5,39.15,11.38,-0.006
3103,2021-08-02,3,26.01,18.62,-0.681
3104,2021-08-03,1,39.69,35.26,-0.004
3105,2021-08-03,1,45.25,25.27,-0.484
3106,2021-08-03,2,44.9,16.93,-0.222
3107,2021-08-03,3,36.79,18.23,0.078
3108,2021-08-03,3,53.4,20.23,-0.29
3109,2021-08-03,2,34.65,28.08,-0.231
3110,2021-08-03,1,55.54,23.59,-0.199
3111,2021-08-04,5,58.09,14.89,0.282
3112,2021-08-04,3,46.95,21.68,0.477
3113,2021-08-04,5,56.64,14.55,0.115
3114,2021-08-04,4,41.55,15.01,0.807
3115,2021-08-04,1,35,23.51,-0.135
3116,2021-08-04,3,48.08,20.47,0.03
3117,2021-08-04,3,46.74,13.29,-0.201
3118,2021-08-04,4,41.43,16.26,0.474
3119,2021-08-05,2,40.86,23.2,0.543
3120,2021-08-05,1,58.35,29.77,0.075
3121,2021-08-05,4,37.8,15.31,-0.153
3122,2021-08-05,2,44.9,16.81,0.265
3123,2021-08-05,5,69.34,17.36,-0.216
3124,2021-08-05,5,49.65,14.15,-0.004
3125,2021-08-05,5,52.14,13.54,-0.394
3126,2021-08-05,4,39.92,19.25,-0.071
3127,2021-08-05,1,47.16,21.82,-0.051
3128,2021-08-06,1,49.83,29.28,-0.146
3129,2021-08-06,1,55.3,23.2,-0.306
3130,2021-08-06,4,33.9,11.6,0.354
3131,2021-08-06,3,41.67,25.19,0.326
3132,2021-08-07,1,49.95,26.9,-0.073
3133,2021-08-07,3,39.11,17.31,0.158
3134,2021-08-07,1,52.92,26.72,0.003
3135,2021-08-07,4,57.34,16.99,-0.508
3136,2021-08-07,3,46.15,18.11,-0.425
3137,2021-08-07,2,55.68,25.76,-0.02
3138,2021-08-07,1,53.33,26.64,-0.041
3139,2021-08-08,1,52.18,26.19,-0.158
3140,2021-08-08,2,43.11,23.32,-0.149
3141,2021-08-08,2,41.46,19.5,0.13
3142,2021-08-08,2,40.56,22.71,0.069
3143,2021-08-08,2,37.04,20.88,-0.872
3144,2021-08-08,1,52.48,25.07,0.199
3145,2021-08-08,3,36.81,16.07,-0.175
3146,2021-08-08,5,28.1,13.22,-0.047
3147,2021-08-09,4,33.77,15.15,-0.094
3148,2021-08-09,3,28.72,17.81,-0.165
3149,2021-08-09,2,45.05,22.51,0.016
3150,2021-08-09,4,31.15,20.36,-0.04
3151,2021-08-10,3,40.46,14.35,-0.22
3152,2021-08-10,5,84.83,16.92,-0.305
3153,2021-08-10,3,31.08,15.5,-0.14
3154,2021-08-10,1,66.95,31.05,-0.072
3155,2021-08-11,3,55.99,23.31,-0.475
3156,2021-08-11,5,60.4,11.39,0.009
3157,2021-08-11,2,50.44,26.19,-0.23
3158,2021-08-12,3,36.01,20.69,-0.127
3159,2021-08-12,4,27.93,14.19,-0.513
3160,2021-08-12,1,50.94,30.01,0.199
3161,2021-08-12,5,57.58,14.35,0.083
3162,2021-08-12,1,43.94,28.09,0.079
3163,2021-08-12,5,70.14,6.5,0.058
3164,2021-08-13,2,44.48,18.09,-0.337
3165,2021-08-13,4,31.24,13.52,-0.334
3166,2021-08-13,5,48.27,8.8,0.19
3167,2021-08-13,2,36.14,24.05,-0.56
3168,2021-08-13,4,44.18,17.26,0.319
3169,2021-08-13,2,44.65,23.77,0.294
3170,2021-08-13,4,42.07,14.57,-0.161
3171,2021-08-14,4,41.8,18.56,0.469
3172,2021-08-14,1,56.75,24.19,0.224
3173,2021-08-14,4,51.31,21.52,0.18
3174,2021-08-14,1,51.34,30.75,0.018
3175,2021-08-14,3,36.55,21.8,-0.205
3176,2021-08-14,2,38.54,19.84,0.156
3177,2021-08-14,5,52.72,13.19,0.351
3178,2021-08-14,5,49.67,13.23,0.042
3179,2021-08-14,5,53.58,9.44,0.159
3180,2021-08-15,3,37.71,24.69,0.141
3181,2021-08-15,4,30.91,17.91,0.157
3182,2021-08-15,4,15.45,15.27,-0.234
3183,2021-08-15,4,44.46,18.46,-0.15
3184,2021-08-15,2,38.14,22.87,-0.259
3185,2021-08-15,2,48.97,24.1,-0.167
3186,2021-08-15,2,41.7,26.82,-0.583
3187,2021-08-15,3,33.7,18.92,-0.411
3188,2021-08-16,1,43.31,25.19,0.125
3189,2021-08-16,4,34.96,13.25,-0.345
3190,2021-08-16,4,47.14,15.08,-0.187
3191,2021-08-17,3,38.37,17.3,0.073
3192,2021-08-17,4,52.04,15.96,-0.071
3193,2021-08-17,1,58.08,28.39,-0.047
3194,2021-08-17,1,43.3,30.09,-0.231
3195,2021-08-17,1,57.8,28.3,0.238
3196,2021-08-17,5,47.08,11.8,-0.477
3197,2021-08-17,3,39.42,17.6,0.152
3198,2021-08-18,5,60.19,10.41,-0.484
3199,2021-08-18,5,47.26,10.82,-0.029
3200,2021-08-18,2,45.37,25.26,0.127
3201,2021-08-18,5,73.45,11.02,0.006
3202,2021-08-18,3,46.13,24.26,-0.238
3203,2021-08-18,1,60.27,24.35,0.183
3204,2021-08-18,1,39.07,28.37,0.186
3205,2021-08-18,5,45.33,13.44,-0.48
3206,2021-08-19,3,25.24,15.83,-0.234
3207,2021-08-19,5,56.38,10.69,-0.255
3208,2021-08-19,5,50.33,16.27,0.005
3209,2021-08-19,5,59.85,13.12,-0.166
3210,2021-08-19,2,36.08,28.8,-0.026
3211,2021-08-19,1,35.42,25.6,-0.386
3212,2021-08-19,3,46.98,20.02,-0.041
3213,2021-08-21,2,38.02,21.26,-0.339
3214,2021-08-21,5,40.86,7.88,-0.18
3215,2021-08-21,4,41.72,17.44,-0.175
3216,2021-08-21,3,36.29,14.65,-0.06
3217,2021-08-21,4,33.95,17.83,-0.422
3218,2021-08-21,4,36.47,18.17,-0.163
3219,2021-08-21,1,43.54,33.56,0.221
3220,2021-08-21,4,28.71,16.47,0.343
3221,2021-08-22,4,42.75,13.76,-0.247
3222,2021-08-22,4,35.05,15.66,0.445
3223,2021-08-22,2,55.51,26.01,-0.026
3224,2021-08-23,1,41.76,28.26,0.598
3225,2021-08-23,5,57.84,13.02,-0.803
3226,2021-08-23,2,53.21,22.7,0.261
3227,2021-08-23,1,46.4,23.82,0.063
3228,2021-08-23,1,43.13,28.82,-0.095
3229,2021-08-24,1,38.89,24.98,-0.008
3230,2021-08-24,5,50.34,14.15,-0.849
3231,2021-08-24,1,41.09,24.85,-0.804
3232,2021-08-24,5,58.06,15.67,-0.055
3233,2021-08-24,2,38.93,23.59,0.465
3234,2021-08-25,4,35.8,17.04,0.211
3235,2021-08-25,3,34.01,23.21,-0.33
3236,2021-08-25,1,53.48,26.79,-0.327
3237,2021-08-25,4,34.73,18.62,0.116
3238,2021-08-25,1,35.67,24.79,-0.007
3239,2021-08-26,5,52.21,16.59,-0.166
3240,2021-08-26,1,60.56,26.4,-0.228
3241,2021-08-26,3,31.33,18.17,0.435
3242,2021-08-26,3,40,25.03,-0.019
3243,2021-08-26,5,60.25,11.81,0.091
3244,2021-08-26,2,48.73,23.39,0.323
3245,2021-08-26,1,40.07,27.23,-0.296
3246,2021-08-27,2,41.44,18.7,0.059
3247,2021-08-27,3,34.26,16.02,-0.624
3248,2021-08-27,4,38.32,17.08,0.192
3249,2021-08-27,5,39.67,15.08,-0.033
3250,2021-08-28,1,51.78,30.63,-0.511
3251,2021-08-28,4,25.58,15.9,0.115
3252,2021-08-28,1,36.7,33.57,-0.189
3253,2021-08-28,5,65.19,13.78,-0.17
3254,2021-08-29,5,45.36,14.78,-0.042
3255,2021-08-29,2,37.78,24.77,0.46
3256,2021-08-29,3,37.92,16.52,0.111
3257,2021-08-29,4,56.96,16.19,-0.221
3258,2021-08-29,2,46.86,23.7,0.382
3259,2021-08-30,4,28.29,15.36,0.061
3260,2021-08-30,2,32.16,20.3,0.159
3261,2021-08-30,5,55.72,16.46,0.013
3262,2021-08-30,1,36.2,30.39,0.266
3263,2021-08-31,2,30.61,25.8,-0.483
3264,2021-08-31,3,46.76,20.06,-0.465
3265,2021-08-31,5,43.56,15.96,-0.055
3266,2021-08-31,3,45.85,16.17,0.353
3267,2021-08-31,5,66.35,16.46,-0.02
3268,2021-08-31,4,29.65,14.43,0.178
3269,2021-08-31,3,41.82,19.39,0.477
3270,2021-09-01,4,35.63,13.09,-0.039
3271,2021-09-01,3,52.4,23.44,-0.335
3272,2021-09-01,3,36.79,25.36,-0.008
3273,2021-09-01,3,46.69,20.77,0.629
3274,2021-09-01,2,38.68,22.59,0.03
3275,2021-09-01,2,37.54,23.11,0.098
3276,2021-09-02,3,49.3,21.82,0.022
3277,2021-09-02,5,68,15.09,-0.053
3278,2021-09-03,1,30.98,25.79,-0.24
3279,2021-09-03,4,43.81,14.7,-0.26
3280,2021-09-03,1,56.8,33.02,-0.467
3281,2021-09-04,4,32.32,17.26,0.08
3282,2021-09-04,3,47.49,20.37,-0.273
3283,2021-09-04,5,57.17,14.42,0.09
3284,2021-09-04,5,46.69,8.77,0.532
3285,2021-09-05,4,37.7,13.72,-0.077
3286,2021-09-05,1,47.14,22.2,-0.294
3287,2021-09-05,2,41.3,25.49,0.044
3288,2021-09-05,4,21.08,14.37,0.051
3289,2021-09-05,5,48.6,11.29,0.508
3290,2021-09-06,1,47.4,29.19,0.246
3291,2021-09-06,2,41.75,24.2,-0.3
3292,2021-09-06,2,37.45,23.16,-0.3
3293,2021-09-06,5,49.78,13.71,-0.094
3294,2021-09-06,2,51.08,29.76,0.035
3295,2021-09-07,2,46.95,23.26,-0.034
3296,2021-09-07,5,54.79,15.73,-0.191
3297,2021-09-07,1,41.58,29.24,-0.08
3298,2021-09-07,4,40.72,13.98,0.19
3299,2021-09-08,3,44.91,21.47,0.038
3300,2021-09-08,4,43.15,12.85,0.452
3301,2021-09-08,5,39.69,12.84,0.601
3302,2021-09-08,4,45.15,16.08,-0.061
3303,2021-09-09,3,38.02,15.29,-0.039
3304,2021-09-09,5,46.13,7.63,0.141
3305,2021-09-09,1,40.21,25.25,0.383
3306,2021-09-09,4,35.95,15.89,-0.428
3307,2021-09-09,5,44.86,12.31,-0.117
3308,2021-09-09,5,39.79,15.08,0.225
3309,2021-09-09,4,32.02,15.73,-0.548
3310,2021-09-09,1,51.73,29.03,-0.823
3311,2021-09-10,2,51.51,25.58,-0.034
3312,2021-09-10,3,31.25,24.61,-0.117
3313,2021-09-10,1,52.81,25.99,0.075
3314,2021-09-10,4,41.68,13.54,0.138
3315,2021-09-10,1,47.31,27,0.123
3316,2021-09-10,1,39.66,27.08,0.368
3317,2021-09-11,1,45.08,33.29,-0.326
3318,2021-09-11,5,65.02,13.41,0.623
3319,2021-09-11,3,36.27,20.89,-0.268
3320,2021-09-11,4,32.27,18.24,-0.368
3321,2021-09-11,2,42.84,22.46,-0.305
3322,2021-09-11,4,43.86,17.74,0.1
3323,2021-09-11,2,46.53,24.74,-0.244
3324,2021-09-11,3,42.05,17.7,-0.217
3325,2021-09-11,3,31.48,18.44,0.091
3326,2021-09-11,3,52.31,15.83,-0.122
3327,2021-09-11,2,37.15,27.21,-0.315
3328,2021-09-12,1,55.17,29.98,-0.322
3329,2021-09-12,1,51.01,29.14,0.126
3330,2021-09-13,1,35.77,26.41,-0.5
3331,2021-09-13,3,34.69,16.24,0.277
3332,2021-09-13,2,58.79,19.71,0.022
3333,2021-09-13,2,39.58,19.93,-0.574
3334,2021-09-13,2,41.2,25.06,0.393
3335,2021-09-13,5,56.03,13.16,-0.497
3336,2021-09-14,5,66.24,7.16,0.265
3337,2021-09-14,1,44.81,30.52,0.469
3338,2021-09-14,1,44.43,26.29,0.377
3339,2021-09-14,2,40.59,25.95,0.114
3340,2021-09-14,2,43.49,21.56,0.206
3341,2021-09-14,5,51.89,12.73,-0.2
3342,2021-09-14,2,41.84,20.41,0.034
3343,2021-09-14,3,39.48,19.51,0.064
3344,2021-09-14,3,43.92,25.29,0.047
3345,2021-09-14,1,50.75,25.81,-0.417
3346,2021-09-14,3,47.1,16.86,-0.298
3347,2021-09-14,5,53.99,17.24,0.364
3348,2021-09-14,3,37.4,19.56,-0.275
3349,2021-09-15,4,31.34,12.71,-0.253
3350,2021-09-15,2,44.74,20.81,-0.012
3351,2021-09-15,5,37.35,14.29,-0.648
3352,2021-09-15,5,45.45,15.66,0.119
3353,2021-09-15,5,39.79,9.96,-0.297
3354,2021-09-15,2,45.5,20.28,0.363
3355,2021-09-16,5,35.77,10.25,0.07
3356,2021-09-16,4,46.07,18.71,0.247
3357,2021-09-16,4,26.32,13.56,0.18
3358,2021-09-16,3,35.47,17.8,-0.522
3359,2021-09-16,3,39.84,19.43,0.111
3360,2021-09-17,4,30.6,18.19,0.379
3361,2021-09-17,4,19.88,19.9,-0.372
3362,2021-09-17,1,35.32,29.8,-0.057
3363,2021-09-17,2,54.22,25.69,-0.137
3364,2021-09-17,2,37.47,20.8,-0.063
3365,2021-09-18,4,33.11,20.44,-0.078
3366,2021-09-18,2,39.27,27.02,-0.159
3367,2021-09-18,4,34.22,21.02,-0.148
3368,2021-09-19,1,49.68,30.19,-0.425
3369,2021-09-19,5,48.49,13.91,-0.021
3370,2021-09-19,4,26.32,14.04,-0.387
3371,2021-09-20,2,44.13,26.63,0.015
3372,2021-09-20,2,47.93,25.67,0.023
3373,2021-09-20,3,36.5,20.37,-0.29
3374,2021-09-20,2,47.63,21.47,0.196
3375,2021-09-21,2,38.28,21.05,-0.289
3376,2021-09-21,5,74.52,14.19,-0.643
3377,2021-09-21,3,42.45,19.36,-0.1
3378,2021-09-21,3,37.25,23.57,0.237
3379,2021-09-21,1,42.15,22.02,-0.503
3380,2021-09-21,1,32.88,31.74,-0.007
3381,2021-09-21,1,52.58,29.14,-0.118
3382,2021-09-21,3,38.06,17.66,-0.335
3383,2021-09-22,3,47.01,22.98,-0.195
3384,2021-09-22,1,50.77,25.04,-0.1
3385,2021-09-22,1,31.37,25.56,-0.294
3386,2021-09-22,2,29.93,26.28,0.77
3387,2021-09-23,3,46.55,23.37,-0.353
3388,2021-09-23,4,37.34,14.35,-0.374
3389,2021-09-23,4,38.25,12.83,0.429
3390,2021-09-23,5,52.22,15.38,-0.2
3391,2021-09-23,4,28.12,23.02,0.161
3392,2021-09-24,1,55.09,33.5,0.059
3393,2021-09-24,1,56.19,25.77,0.14
3394,2021-09-24,3,31.93,18.85,-0.126
3395,2021-09-24,4,41.26,14.32,-0.823
3396,2021-09-24,4,45.69,11.25,-0.023
3397,2021-09-24,5,64.43,15.17,0.097
3398,2021-09-25,5,50.62,11.55,0.126
3399,2021-09-25,2,50.37,21.32,0.14
3400,2021-09-25,5,26.64,13.85,-0.589
3401,2021-09-26,4,19.47,20.27,-0.184
3402,2021-09-26,4,43.32,11.82,0.354
3403,2021-09-26,2,38.43,28.8,0.097
3404,2021-09-26,5,52.43,11.11,0.019
3405,2021-09-26,3,29.7,19.7,-0.191
3406,2021-09-26,1,47.05,24.35,0.568
3407,2021-09-27,5,57.91,17.32,0.415
3408,2021-09-27,2,42.18,19.61,-0.001
3409,2021-09-27,2,41.65,23.73,0.312
3410,2021-09-27,4,36.02,18.06,-0.122
3411,2021-09-28,5,36.39,18.33,0.121
3412,2021-09-28,3,44.42,17.67,0.168
3413,2021-09-28,5,53.34,15.43,0.219
3414,2021-09-28,5,52.48,16.72,-0.154
3415,2021-09-29,1,42.54,32.09,-0.146
3416,2021-09-29,1,46.07,25.06,-0.165
3417,2021-09-29,1,45.83,29.24,-0.057
3418,2021-09-30,5,45.01,11.3,-0.139
3419,2021-09-30,2,49.69,26.07,-0.744
3420,2021-09-30,3,41.14,20.71,0.319
3421,2021-09-30,1,44.12,29.03,-0.071
3422,2021-09-30,5,60.3,10.57,-0.892
3423,2021-09-30,4,36.34,15.25,-0.436
3424,2021-09-30,4,46.5,19.44,0.182
3425,2021-10-01,4,34.82,15.95,0.177
3426,2021-10-01,4,49.43,15.91,-0.048
3427,2021-10-01,1,60.63,24.65,0.157
3428,2021-10-01,4,36.29,22.14,0.746
3429,2021-10-01,4,40.39,12.47,0.09
3430,2021-10-01,1,45.54,28.15,-0.09
3431,2021-10-01,3,34.48,23.58,0.356
3432,2021-10-01,5,69.28,16.42,0.399
3433,2021-10-01,4,44.99,19.61,-0.493
3434,2021-10-01,5,51.29,14.54,0.575
3435,2021-10-02,5,71.01,13.55,0.095
3436,2021-10-02,4,39.64,19.43,-0.267
3437,2021-10-02,4,41.23,9.9,-0.28
3438,2021-10-02,4,26.1,15.14,0.418
3439,2021-10-02,5,53.1,10,0.493
3440,2021-10-02,3,39.33,18.4,0.191
3441,2021-10-02,2,46.09,25.57,-0.092
3442,2021-10-03,5,62.57,12.39,-0.392
3443,2021-10-03,5,60.07,15.28,-0.078
3444,2021-10-03,2,51.09,20.53,0.606
3445,2021-10-03,3,44.04,17.13,-0.399
3446,2021-10-03,2,49.24,25.88,0.21
3447,2021-10-03,4,44.06,17.21,0.562
3448,2021-10-03,4,21.47,13.32,0.069
3449,2021-10-03,5,59.69,13.69,0.469
3450,2021-10-03,3,43.34,25.96,0.541
