id,observation_date,festival_name,is_holiday,season_type,promotion_event_id
2305,2021-03-09,,0,Spring,
2306,2021-03-09,,0,Spring,PROMO-SPRING
2307,2021-03-10,,0,Spring,
2308,2021-03-10,,0,Spring,PROMO-SPRING
2309,2021-03-10,,0,Spring,
2310,2021-03-10,,0,Spring,
2311,2021-03-10,,0,Spring,PROMO-FLASH-002
2312,2021-03-10,,0,Spring,
2313,2021-03-10,,0,Spring,
2314,2021-03-11,,0,Spring,
2315,2021-03-11,,0,Spring,
2316,2021-03-11,,0,Spring,
2317,2021-03-11,,0,Spring,
2318,2021-03-12,,0,Spring,
2319,2021-03-12,,0,Spring,
2320,2021-03-12,,0,Spring,
2321,2021-03-12,,0,Spring,
2322,2021-03-12,,0,Spring,
2323,2021-03-12,,0,Spring,PROMO-FLASH-002
2324,2021-03-12,,0,Spring,
2325,2021-03-13,Pi Day,0,Spring,
2326,2021-03-13,Pi Day,0,Spring,
2327,2021-03-13,Pi Day,0,Spring,PROMO-FLASH-002
2328,2021-03-13,Pi Day,0,Spring,
2329,2021-03-13,Pi Day,0,Spring,
2330,2021-03-13,Pi Day,0,Spring,PROMO-SPRING
2331,2021-03-13,Pi Day,0,Spring,
2332,2021-03-13,Pi Day,0,Spring,
2333,2021-03-13,Pi Day,0,Spring,
2334,2021-03-13,Pi Day,0,Spring,
2335,2021-03-13,Pi Day,0,Spring,
2336,2021-03-13,Pi Day,0,Spring,PROMO-SPRING
2337,2021-03-14,Pi Day,0,Spring,
2338,2021-03-14,Pi Day,0,Spring,
2339,2021-03-15,,0,Spring,PROMO-SPRING
2340,2021-03-15,,0,Spring,PROMO-SPRING
2341,2021-03-15,,0,Spring,
2342,2021-03-15,,0,Spring,
2343,2021-03-16,St. Patrick's Day,0,Spring,PROMO-SPRING
2344,2021-03-16,St. Patrick's Day,0,Spring,PROMO-SPRING
2345,2021-03-16,St. Patrick's Day,0,Spring,
2346,2021-03-16,St. Patrick's Day,0,Spring,PROMO-FLASH-002
2347,2021-03-16,St. Patrick's Day,0,Spring,
2348,2021-03-16,St. Patrick's Day,0,Spring,
2349,2021-03-16,St. Patrick's Day,0,Spring,
2350,2021-03-16,St. Patrick's Day,0,Spring,
2351,2021-03-17,St. Patrick's Day,1,Spring,PROMO-SPRING
2352,2021-03-18,,0,Spring,
2353,2021-03-18,,0,Spring,
2354,2021-03-18,,0,Spring,
2355,2021-03-18,,0,Spring,
2356,2021-03-19,,0,Spring,
2357,2021-03-19,,0,Spring,PROMO-FLASH-002
2358,2021-03-19,,0,Spring,
2359,2021-03-19,,0,Spring,PROMO-FLASH-002
2360,2021-03-19,,0,Spring,
2361,2021-03-19,,0,Spring,
2362,2021-03-19,,0,Spring,
2363,2021-03-19,,0,Spring,
2364,2021-03-19,,0,Spring,
2365,2021-03-20,,0,Spring,
2366,2021-03-21,,0,Spring,PROMO-SPRING
2367,2021-03-21,,0,Spring,
2368,2021-03-21,,0,Spring,
2369,2021-03-21,,0,Spring,
2370,2021-03-21,,0,Spring,
2371,2021-03-21,,0,Spring,
2372,2021-03-21,,0,Spring,
2373,2021-03-22,,0,Spring,
2374,2021-03-22,,0,Spring,PROMO-SPRING
2375,2021-03-22,,0,Spring,
2376,2021-03-22,,0,Spring,PROMO-SPRING
2377,2021-03-22,,0,Spring,PROMO-SPRING
2378,2021-03-22,,0,Spring,
2379,2021-03-23,,0,Spring,
2380,2021-03-23,,0,Spring,
2381,2021-03-23,,0,Spring,PROMO-SPRING
2382,2021-03-23,,0,Spring,
2383,2021-03-23,,0,Spring,
2384,2021-03-24,,0,Spring,
2385,2021-03-24,,0,Spring,
2386,2021-03-24,,0,Spring,
2387,2021-03-24,,0,Spring,
2388,2021-03-24,,0,Spring,
2389,2021-03-24,,0,Spring,
2390,2021-03-24,,0,Spring,
2391,2021-03-25,,0,Spring,
2392,2021-03-25,,0,Spring,
2393,2021-03-25,,0,Spring,
2394,2021-03-25,,0,Spring,
2395,2021-03-25,,0,Spring,PROMO-SPRING
2396,2021-03-25,,0,Spring,
2397,2021-03-25,,0,Spring,
2398,2021-03-25,,0,Spring,
2399,2021-03-25,,0,Spring,
2400,2021-03-25,,0,Spring,
2401,2021-03-25,,0,Spring,
2402,2021-03-26,,0,Spring,
2403,2021-03-26,,0,Spring,
2404,2021-03-26,,0,Spring,
2405,2021-03-26,,0,Spring,
2406,2021-03-26,,0,Spring,PROMO-SPRING
2407,2021-03-26,,0,Spring,
2408,2021-03-26,,0,Spring,
2409,2021-03-26,,0,Spring,PROMO-FLASH-002
2410,2021-03-26,,0,Spring,PROMO-FLASH-002
2411,2021-03-26,,0,Spring,
2412,2021-03-27,,0,Spring,
2413,2021-03-27,,0,Spring,
2414,2021-03-27,,0,Spring,
2415,2021-03-27,,0,Spring,
2416,2021-03-28,,0,Spring,
2417,2021-03-28,,0,Spring,
2418,2021-03-28,,0,Spring,PROMO-FLASH-002
2419,2021-03-29,,0,Spring,
2420,2021-03-29,,0,Spring,
2421,2021-03-29,,0,Spring,
2422,2021-03-29,,0,Spring,
2423,2021-03-29,,0,Spring,
2424,2021-03-29,,0,Spring,
2425,2021-03-30,,0,Spring,
2426,2021-03-30,,0,Spring,
2427,2021-03-30,,0,Spring,
2428,2021-03-30,,0,Spring,PROMO-FLASH-002
2429,2021-03-30,,0,Spring,
2430,2021-03-30,,0,Spring,
2431,2021-03-30,,0,Spring,
2432,2021-03-30,,0,Spring,
2433,2021-03-31,,0,Spring,
2434,2021-03-31,,0,Spring,
2435,2021-03-31,,0,Spring,PROMO-SPRING
2436,2021-03-31,,0,Spring,
2437,2021-03-31,,0,Spring,
2438,2021-03-31,,0,Spring,
2439,2021-03-31,,0,Spring,
2440,2021-03-31,,0,Spring,
2441,2021-03-31,,0,Spring,
2442,2021-03-31,,0,Spring,
2443,2021-03-31,,0,Spring,
2444,2021-03-31,,0,Spring,
2445,2021-03-31,,0,Spring,
2446,2021-04-01,,0,Spring,
2447,2021-04-01,,0,Spring,
2448,2021-04-01,,0,Spring,PROMO-SPRING
2449,2021-04-02,,0,Spring,
2450,2021-04-02,,0,Spring,
2451,2021-04-03,,0,Spring,PROMO-SPRING
2452,2021-04-03,,0,Spring,
2453,2021-04-04,,0,Spring,
2454,2021-04-05,,0,Spring,PROMO-SPRING
2455,2021-04-05,,0,Spring,
2456,2021-04-05,,0,Spring,PROMO-SPRING
2457,2021-04-05,,0,Spring,
2458,2021-04-06,,0,Spring,
2459,2021-04-06,,0,Spring,
2460,2021-04-07,,0,Spring,
2461,2021-04-07,,0,Spring,
2462,2021-04-07,,0,Spring,
2463,2021-04-07,,0,Spring,
2464,2021-04-08,,0,Spring,
2465,2021-04-08,,0,Spring,
2466,2021-04-08,,0,Spring,
2467,2021-04-08,,0,Spring,
2468,2021-04-08,,0,Spring,
2469,2021-04-09,,0,Spring,
2470,2021-04-09,,0,Spring,
2471,2021-04-09,,0,Spring,
2472,2021-04-09,,0,Spring,
2473,2021-04-09,,0,Spring,
2474,2021-04-09,,0,Spring,
2475,2021-04-10,,0,Spring,
2476,2021-04-10,,0,Spring,PROMO-SPRING
2477,2021-04-10,,0,Spring,
2478,2021-04-11,,0,Spring,
2479,2021-04-11,,0,Spring,
2480,2021-04-11,,0,Spring,
2481,2021-04-11,,0,Spring,
2482,2021-04-11,,0,Spring,
2483,2021-04-11,,0,Spring,PROMO-SPRING
2484,2021-04-12,,0,Spring,
2485,2021-04-12,,0,Spring,
2486,2021-04-12,,0,Spring,PROMO-SPRING
2487,2021-04-12,,0,Spring,
2488,2021-04-12,,0,Spring,
2489,2021-04-12,,0,Spring,
2490,2021-04-12,,0,Spring,
2491,2021-04-12,,0,Spring,
2492,2021-04-12,,0,Spring,
2493,2021-04-12,,0,Spring,
2494,2021-04-13,,0,Spring,
2495,2021-04-13,,0,Spring,
2496,2021-04-13,,0,Spring,PROMO-SPRING
2497,2021-04-13,,0,Spring,
2498,2021-04-13,,0,Spring,
2499,2021-04-13,,0,Spring,
2500,2021-04-13,,0,Spring,
2501,2021-04-13,,0,Spring,PROMO-SPRING
2502,2021-04-14,,0,Spring,
2503,2021-04-14,,0,Spring,
2504,2021-04-14,,0,Spring,PROMO-SPRING
2505,2021-04-14,,0,Spring,
2506,2021-04-15,,0,Spring,
2507,2021-04-15,,0,Spring,
2508,2021-04-16,,0,Spring,
2509,2021-04-16,,0,Spring,
2510,2021-04-16,,0,Spring,PROMO-SPRING
2511,2021-04-16,,0,Spring,
2512,2021-04-16,,0,Spring,PROMO-SPRING
2513,2021-04-16,,0,Spring,
2514,2021-04-17,,0,Spring,
2515,2021-04-17,,0,Spring,PROMO-SPRING
2516,2021-04-17,,0,Spring,
2517,2021-04-17,,0,Spring,PROMO-SPRING
2518,2021-04-17,,0,Spring,
2519,2021-04-17,,0,Spring,
2520,2021-04-17,,0,Spring,
2521,2021-04-18,,0,Spring,PROMO-SPRING
2522,2021-04-18,,0,Spring,
2523,2021-04-18,,0,Spring,
2524,2021-04-18,,0,Spring,
2525,2021-04-18,,0,Spring,
2526,2021-04-18,,0,Spring,PROMO-SPRING
2527,2021-04-19,,0,Spring,
2528,2021-04-19,,0,Spring,
2529,2021-04-19,,0,Spring,
2530,2021-04-19,,0,Spring,PROMO-SPRING
2531,2021-04-19,,0,Spring,
2532,2021-04-20,,0,Spring,
2533,2021-04-20,,0,Spring,PROMO-SPRING
2534,2021-04-20,,0,Spring,
2535,2021-04-20,,0,Spring,
2536,2021-04-20,,0,Spring,
2537,2021-04-20,,0,Spring,
2538,2021-04-20,,0,Spring,
2539,2021-04-20,,0,Spring,
2540,2021-04-20,,0,Spring,
2541,2021-04-21,Earth Day,0,Spring,
2542,2021-04-21,Earth Day,0,Spring,
2543,2021-04-21,Earth Day,0,Spring,PROMO-SPRING
2544,2021-04-21,Earth Day,0,Spring,
2545,2021-04-22,Earth Day,0,Spring,
2546,2021-04-22,Earth Day,0,Spring,
2547,2021-04-22,Earth Day,0,Spring,
2548,2021-04-22,Earth Day,0,Spring,PROMO-SPRING
2549,2021-04-23,,0,Spring,
2550,2021-04-23,,0,Spring,
2551,2021-04-23,,0,Spring,PROMO-SPRING
2552,2021-04-23,,0,Spring,PROMO-SPRING
2553,2021-04-23,,0,Spring,
2554,2021-04-24,,0,Spring,
2555,2021-04-24,,0,Spring,
2556,2021-04-24,,0,Spring,
2557,2021-04-24,,0,Spring,
2558,2021-04-25,,0,Spring,PROMO-SPRING
2559,2021-04-25,,0,Spring,
2560,2021-04-25,,0,Spring,PROMO-SPRING
2561,2021-04-25,,0,Spring,
2562,2021-04-25,,0,Spring,
2563,2021-04-26,,0,Spring,
2564,2021-04-26,,0,Spring,
2565,2021-04-27,,0,Spring,
2566,2021-04-27,,0,Spring,
2567,2021-04-27,,0,Spring,
2568,2021-04-27,,0,Spring,
2569,2021-04-28,,0,Spring,
2570,2021-04-28,,0,Spring,
2571,2021-04-28,,0,Spring,
2572,2021-04-28,,0,Spring,
2573,2021-04-28,,0,Spring,
2574,2021-04-29,,0,Spring,
2575,2021-04-29,,0,Spring,
2576,2021-04-29,,0,Spring,
2577,2021-04-29,,0,Spring,PROMO-SPRING
2578,2021-04-29,,0,Spring,
2579,2021-04-29,,0,Spring,
2580,2021-04-30,,0,Spring,PROMO-SPRING
2581,2021-04-30,,0,Spring,
2582,2021-05-01,,1,Spring,PROMO-FLASH-001
2583,2021-05-01,,1,Spring,
2584,2021-05-01,,1,Spring,
2585,2021-05-01,,1,Spring,
2586,2021-05-02,,0,Spring,
2587,2021-05-02,,0,Spring,
2588,2021-05-02,,0,Spring,
2589,2021-05-02,,0,Spring,
2590,2021-05-03,,0,Spring,
2591,2021-05-03,,0,Spring,PROMO-FLASH-001
2592,2021-05-03,,0,Spring,
2593,2021-05-03,,0,Spring,
2594,2021-05-04,,0,Spring,
2595,2021-05-04,,0,Spring,
2596,2021-05-04,,0,Spring,PROMO-FLASH-001
2597,2021-05-04,,0,Spring,
2598,2021-05-04,,0,Spring,
2599,2021-05-05,,0,Spring,PROMO-FLASH-001
2600,2021-05-05,,0,Spring,
2601,2021-05-05,,0,Spring,PROMO-FLASH-001
2602,2021-05-06,,0,Spring,PROMO-FLASH-001
2603,2021-05-06,,0,Spring,
2604,2021-05-06,,0,Spring,
2605,2021-05-06,,0,Spring,
2606,2021-05-06,,0,Spring,PROMO-FLASH-001
2607,2021-05-06,,0,Spring,
2608,2021-05-06,,0,Spring,
2609,2021-05-06,,0,Spring,
2610,2021-05-07,,0,Spring,
2611,2021-05-07,,0,Spring,
2612,2021-05-07,,0,Spring,
2613,2021-05-07,,0,Spring,PROMO-FLASH-001
2614,2021-05-08,,0,Spring,
2615,2021-05-08,,0,Spring,PROMO-FLASH-001
2616,2021-05-08,,0,Spring,
2617,2021-05-09,,0,Spring,
2618,2021-05-09,,0,Spring,
2619,2021-05-10,,0,Spring,
2620,2021-05-10,,0,Spring,
2621,2021-05-10,,0,Spring,
2622,2021-05-10,,0,Spring,
2623,2021-05-10,,0,Spring,
2624,2021-05-10,,0,Spring,PROMO-FLASH-001
2625,2021-05-11,,0,Spring,
2626,2021-05-11,,0,Spring,
2627,2021-05-11,,0,Spring,
2628,2021-05-11,,0,Spring,
2629,2021-05-11,,0,Spring,PROMO-FLASH-001
2630,2021-05-11,,0,Spring,
2631,2021-05-11,,0,Spring,
2632,2021-05-12,,0,Spring,
2633,2021-05-12,,0,Spring,PROMO-FLASH-001
2634,2021-05-12,,0,Spring,
2635,2021-05-12,,0,Spring,
2636,2021-05-12,,0,Spring,
2637,2021-05-13,,0,Spring,
2638,2021-05-13,,0,Spring,
2639,2021-05-13,,0,Spring,PROMO-FLASH-001
2640,2021-05-13,,0,Spring,
2641,2021-05-14,,0,Spring,
2642,2021-05-14,,0,Spring,
2643,2021-05-14,,0,Spring,
2644,2021-05-14,,0,Spring,
2645,2021-05-14,,0,Spring,PROMO-FLASH-001
2646,2021-05-14,,0,Spring,
2647,2021-05-14,,0,Spring,
2648,2021-05-15,,0,Spring,
2649,2021-05-15,,0,Spring,
2650,2021-05-15,,0,Spring,
2651,2021-05-16,,0,Spring,
2652,2021-05-16,,0,Spring,PROMO-FLASH-001
2653,2021-05-16,,0,Spring,
2654,2021-05-16,,0,Spring,
2655,2021-05-16,,0,Spring,
2656,2021-05-16,,0,Spring,
2657,2021-05-16,,0,Spring,
2658,2021-05-17,,0,Spring,
2659,2021-05-17,,0,Spring,
2660,2021-05-18,,0,Spring,
2661,2021-05-18,,0,Spring,
2662,2021-05-18,,0,Spring,
2663,2021-05-18,,0,Spring,
2664,2021-05-19,,0,Spring,
2665,2021-05-19,,0,Spring,
2666,2021-05-19,,0,Spring,
2667,2021-05-19,,0,Spring,
2668,2021-05-19,,0,Spring,PROMO-FLASH-001
2669,2021-05-19,,0,Spring,PROMO-FLASH-001
2670,2021-05-20,,0,Spring,PROMO-FLASH-001
2671,2021-05-20,,0,Spring,PROMO-FLASH-001
2672,2021-05-20,,0,Spring,PROMO-FLASH-001
2673,2021-05-20,,0,Spring,
2674,2021-05-20,,0,Spring,
2675,2021-05-20,,0,Spring,
2676,2021-05-20,,0,Spring,PROMO-FLASH-001
2677,2021-05-21,,0,Spring,
2678,2021-05-21,,0,Spring,
2679,2021-05-21,,0,Spring,
2680,2021-05-21,,0,Spring,
2681,2021-05-22,,0,Spring,
2682,2021-05-22,,0,Spring,
2683,2021-05-22,,0,Spring,
2684,2021-05-22,,0,Spring,
2685,2021-05-22,,0,Spring,
2686,2021-05-22,,0,Spring,PROMO-FLASH-001
2687,2021-05-23,,0,Spring,PROMO-FLASH-001
2688,2021-05-23,,0,Spring,
2689,2021-05-23,,0,Spring,
2690,2021-05-23,,0,Spring,
2691,2021-05-23,,0,Spring,
2692,2021-05-24,,0,Spring,
2693,2021-05-24,,0,Spring,PROMO-FLASH-001
2694,2021-05-24,,0,Spring,
2695,2021-05-24,,0,Spring,
2696,2021-05-24,,0,Spring,
2697,2021-05-24,,0,Spring,PROMO-FLASH-001
2698,2021-05-24,,0,Spring,PROMO-FLASH-001
2699,2021-05-25,,0,Spring,
2700,2021-05-25,,0,Spring,
2701,2021-05-25,,0,Spring,
2702,2021-05-25,,0,Spring,
2703,2021-05-25,,0,Spring,
2704,2021-05-25,,0,Spring,PROMO-FLASH-001
2705,2021-05-25,,0,Spring,
2706,2021-05-25,,0,Spring,
2707,2021-05-26,,0,Spring,
2708,2021-05-26,,0,Spring,
2709,2021-05-26,,0,Spring,
2710,2021-05-26,,0,Spring,
2711,2021-05-26,,0,Spring,
2712,2021-05-26,,0,Spring,
2713,2021-05-27,,1,Spring,
2714,2021-05-27,,1,Spring,
2715,2021-05-27,,1,Spring,
2716,2021-05-27,,1,Spring,PROMO-FLASH-001
2717,2021-05-28,,0,Spring,
2718,2021-05-28,,0,Spring,
2719,2021-05-28,,0,Spring,
2720,2021-05-28,,0,Spring,PROMO-FLASH-001
2721,2021-05-28,,0,Spring,PROMO-FLASH-001
2722,2021-05-28,,0,Spring,
2723,2021-05-28,,0,Spring,
2724,2021-05-28,,0,Spring,
2725,2021-05-28,,0,Spring,PROMO-FLASH-001
2726,2021-05-29,,0,Spring,PROMO-FLASH-001
2727,2021-05-29,,0,Spring,
2728,2021-05-29,,0,Spring,
2729,2021-05-29,,0,Spring,
2730,2021-05-29,,0,Spring,
2731,2021-05-29,,0,Spring,
2732,2021-05-29,,0,Spring,
2733,2021-05-29,,0,Spring,
2734,2021-05-30,,0,Spring,
2735,2021-05-30,,0,Spring,
2736,2021-05-30,,0,Spring,
2737,2021-05-31,,0,Spring,
2738,2021-05-31,,0,Spring,
2739,2021-05-31,,0,Spring,
2740,2021-05-31,,0,Spring,
2741,2021-05-31,,0,Spring,
2742,2021-05-31,,0,Spring,
2743,2021-05-31,,0,Spring,
2744,2021-06-01,,0,Summer,
2745,2021-06-01,,0,Summer,
2746,2021-06-01,,0,Summer,
2747,2021-06-01,,0,Summer,
2748,2021-06-01,,0,Summer,PROMO-SUMMER
2749,2021-06-01,,0,Summer,
2750,2021-06-01,,0,Summer,PROMO-SUMMER
2751,2021-06-02,,0,Summer,
2752,2021-06-02,,0,Summer,
2753,2021-06-02,,0,Summer,
2754,2021-06-02,,0,Summer,
2755,2021-06-02,,0,Summer,PROMO-SUMMER
2756,2021-06-02,,0,Summer,
2757,2021-06-02,,0,Summer,
2758,2021-06-03,,0,Summer,PROMO-SUMMER
2759,2021-06-03,,0,Summer,
2760,2021-06-03,,0,Summer,
2761,2021-06-03,,0,Summer,
2762,2021-06-04,,0,Summer,
2763,2021-06-04,,0,Summer,
2764,2021-06-04,,0,Summer,
2765,2021-06-04,,0,Summer,
2766,2021-06-04,,0,Summer,
2767,2021-06-04,,0,Summer,PROMO-SUMMER
2768,2021-06-05,,0,Summer,
2769,2021-06-05,,0,Summer,
2770,2021-06-05,,0,Summer,
2771,2021-06-05,,0,Summer,
2772,2021-06-05,,0,Summer,PROMO-FLASH-002
2773,2021-06-06,,0,Summer,
2774,2021-06-06,,0,Summer,
2775,2021-06-06,,0,Summer,
2776,2021-06-06,,0,Summer,
2777,2021-06-06,,0,Summer,
2778,2021-06-06,,0,Summer,
2779,2021-06-06,,0,Summer,
2780,2021-06-07,,0,Summer,
2781,2021-06-07,,0,Summer,
2782,2021-06-07,,0,Summer,
2783,2021-06-07,,0,Summer,
2784,2021-06-07,,0,Summer,
2785,2021-06-07,,0,Summer,
2786,2021-06-07,,0,Summer,
2787,2021-06-07,,0,Summer,
2788,2021-06-08,,0,Summer,
2789,2021-06-08,,0,Summer,
2790,2021-06-08,,0,Summer,
2791,2021-06-08,,0,Summer,
2792,2021-06-08,,0,Summer,
2793,2021-06-08,,0,Summer,
2794,2021-06-08,,0,Summer,
2795,2021-06-08,,0,Summer,
2796,2021-06-08,,0,Summer,
2797,2021-06-09,,0,Summer,
2798,2021-06-09,,0,Summer,
2799,2021-06-09,,0,Summer,PROMO-FLASH-002
2800,2021-06-09,,0,Summer,
2801,2021-06-09,,0,Summer,
2802,2021-06-09,,0,Summer,PROMO-SUMMER
2803,2021-06-10,,0,Summer,
2804,2021-06-10,,0,Summer,
2805,2021-06-10,,0,Summer,
2806,2021-06-10,,0,Summer,
2807,2021-06-10,,0,Summer,
2808,2021-06-11,,0,Summer,
2809,2021-06-11,,0,Summer,
2810,2021-06-11,,0,Summer,
2811,2021-06-11,,0,Summer,PROMO-SUMMER
2812,2021-06-11,,0,Summer,
2813,2021-06-11,,0,Summer,
2814,2021-06-11,,0,Summer,
2815,2021-06-11,,0,Summer,
2816,2021-06-11,,0,Summer,
2817,2021-06-11,,0,Summer,PROMO-SUMMER
2818,2021-06-11,,0,Summer,
2819,2021-06-11,,0,Summer,
2820,2021-06-12,,0,Summer,
2821,2021-06-12,,0,Summer,
2822,2021-06-12,,0,Summer,
2823,2021-06-12,,0,Summer,
2824,2021-06-12,,0,Summer,
2825,2021-06-12,,0,Summer,
2826,2021-06-12,,0,Summer,
2827,2021-06-12,,0,Summer,
2828,2021-06-12,,0,Summer,
2829,2021-06-12,,0,Summer,
2830,2021-06-13,,0,Summer,
2831,2021-06-13,,0,Summer,
2832,2021-06-13,,0,Summer,
2833,2021-06-14,,0,Summer,
2834,2021-06-14,,0,Summer,
2835,2021-06-14,,0,Summer,
2836,2021-06-14,,0,Summer,
2837,2021-06-14,,0,Summer,PROMO-FLASH-002
2838,2021-06-14,,0,Summer,
2839,2021-06-15,,0,Summer,
2840,2021-06-15,,0,Summer,
2841,2021-06-16,,0,Summer,
2842,2021-06-16,,0,Summer,
2843,2021-06-16,,0,Summer,
2844,2021-06-16,,0,Summer,
2845,2021-06-16,,0,Summer,PROMO-SUMMER
2846,2021-06-16,,0,Summer,
2847,2021-06-17,,0,Summer,
2848,2021-06-17,,0,Summer,
2849,2021-06-17,,0,Summer,
2850,2021-06-17,,0,Summer,
2851,2021-06-17,,0,Summer,
2852,2021-06-17,,0,Summer,
2853,2021-06-17,,0,Summer,
2854,2021-06-17,,0,Summer,PROMO-SUMMER
2855,2021-06-18,,0,Summer,
2856,2021-06-18,,0,Summer,
2857,2021-06-18,,0,Summer,
2858,2021-06-18,,0,Summer,
2859,2021-06-19,,0,Summer,
2860,2021-06-19,,0,Summer,
2861,2021-06-19,,0,Summer,
2862,2021-06-19,,0,Summer,
2863,2021-06-20,Summer Solstice,0,Summer,
2864,2021-06-20,Summer Solstice,0,Summer,
2865,2021-06-20,Summer Solstice,0,Summer,
2866,2021-06-20,Summer Solstice,0,Summer,
2867,2021-06-20,Summer Solstice,0,Summer,
2868,2021-06-20,Summer Solstice,0,Summer,
2869,2021-06-20,Summer Solstice,0,Summer,
2870,2021-06-20,Summer Solstice,0,Summer,PROMO-SUMMER
2871,2021-06-20,Summer Solstice,0,Summer,
2872,2021-06-20,Summer Solstice,0,Summer,
2873,2021-06-20,Summer Solstice,0,Summer,
2874,2021-06-20,Summer Solstice,0,Summer,
2875,2021-06-21,Summer Solstice,0,Summer,
2876,2021-06-21,Summer Solstice,0,Summer,PROMO-SUMMER
2877,2021-06-22,,0,Summer,
2878,2021-06-22,,0,Summer,
2879,2021-06-22,,0,Summer,PROMO-SUMMER
2880,2021-06-22,,0,Summer,
2881,2021-06-22,,0,Summer,
2882,2021-06-22,,0,Summer,
2883,2021-06-23,,0,Summer,
2884,2021-06-23,,0,Summer,
2885,2021-06-23,,0,Summer,
2886,2021-06-24,,0,Summer,PROMO-SUMMER
2887,2021-06-24,,0,Summer,
2888,2021-06-24,,0,Summer,
2889,2021-06-25,,0,Summer,PROMO-FLASH-002
2890,2021-06-25,,0,Summer,
2891,2021-06-25,,0,Summer,
2892,2021-06-25,,0,Summer,
2893,2021-06-25,,0,Summer,PROMO-SUMMER
2894,2021-06-25,,0,Summer,PROMO-FLASH-002
2895,2021-06-25,,0,Summer,PROMO-FLASH-002
2896,2021-06-25,,0,Summer,
2897,2021-06-26,,0,Summer,
2898,2021-06-26,,0,Summer,
2899,2021-06-26,,0,Summer,
2900,2021-06-26,,0,Summer,PROMO-SUMMER
2901,2021-06-27,,0,Summer,PROMO-SUMMER
2902,2021-06-27,,0,Summer,
2903,2021-06-27,,0,Summer,
2904,2021-06-27,,0,Summer,PROMO-FLASH-002
2905,2021-06-27,,0,Summer,
2906,2021-06-28,,0,Summer,PROMO-FLASH-002
2907,2021-06-28,,0,Summer,PROMO-SUMMER
2908,2021-06-28,,0,Summer,
2909,2021-06-28,,0,Summer,
2910,2021-06-29,,0,Summer,
2911,2021-06-29,,0,Summer,
2912,2021-06-29,,0,Summer,
2913,2021-06-30,,0,Summer,
2914,2021-06-30,,0,Summer,
2915,2021-06-30,,0,Summer,
2916,2021-06-30,,0,Summer,PROMO-SUMMER
2917,2021-06-30,,0,Summer,
2918,2021-06-30,,0,Summer,PROMO-FLASH-002
2919,2021-06-30,,0,Summer,
2920,2021-07-01,,0,Summer,PROMO-CLEARANCE
2921,2021-07-01,,0,Summer,
2922,2021-07-01,,0,Summer,PROMO-CLEARANCE
2923,2021-07-01,,0,Summer,
2924,2021-07-01,,0,Summer,
2925,2021-07-01,,0,Summer,
2926,2021-07-01,,0,Summer,PROMO-CLEARANCE
2927,2021-07-01,,0,Summer,
2928,2021-07-01,,0,Summer,
2929,2021-07-01,,0,Summer,
2930,2021-07-01,,0,Summer,
2931,2021-07-02,,0,Summer,
2932,2021-07-02,,0,Summer,
2933,2021-07-02,,0,Summer,
2934,2021-07-02,,0,Summer,
2935,2021-07-02,,0,Summer,
2936,2021-07-02,,0,Summer,
2937,2021-07-02,,0,Summer,PROMO-SUMMER
2938,2021-07-02,,0,Summer,
2939,2021-07-03,,0,Summer,
2940,2021-07-03,,0,Summer,
2941,2021-07-03,,0,Summer,
2942,2021-07-03,,0,Summer,
2943,2021-07-03,,0,Summer,
2944,2021-07-03,,0,Summer,
2945,2021-07-03,,0,Summer,
2946,2021-07-03,,0,Summer,
2947,2021-07-04,,1,Summer,
2948,2021-07-04,,1,Summer,PROMO-SUMMER
2949,2021-07-04,,1,Summer,
2950,2021-07-04,,1,Summer,
2951,2021-07-04,,1,Summer,PROMO-CLEARANCE
2952,2021-07-04,,1,Summer,
2953,2021-07-05,,0,Summer,
2954,2021-07-05,,0,Summer,
2955,2021-07-05,,0,Summer,
2956,2021-07-05,,0,Summer,
2957,2021-07-05,,0,Summer,PROMO-CLEARANCE
2958,2021-07-06,,0,Summer,PROMO-SUMMER
2959,2021-07-06,,0,Summer,
2960,2021-07-06,,0,Summer,
2961,2021-07-06,,0,Summer,
2962,2021-07-07,,0,Summer,
2963,2021-07-07,,0,Summer,
2964,2021-07-07,,0,Summer,PROMO-SUMMER
2965,2021-07-07,,0,Summer,
2966,2021-07-07,,0,Summer,
2967,2021-07-07,,0,Summer,
2968,2021-07-07,,0,Summer,PROMO-SUMMER
2969,2021-07-08,,0,Summer,
2970,2021-07-08,,0,Summer,PROMO-CLEARANCE
2971,2021-07-08,,0,Summer,
2972,2021-07-08,,0,Summer,
2973,2021-07-08,,0,Summer,
2974,2021-07-08,,0,Summer,
2975,2021-07-08,,0,Summer,PROMO-CLEARANCE
2976,2021-07-08,,0,Summer,
2977,2021-07-09,,0,Summer,
2978,2021-07-09,,0,Summer,
2979,2021-07-09,,0,Summer,
2980,2021-07-09,,0,Summer,
2981,2021-07-09,,0,Summer,PROMO-CLEARANCE
2982,2021-07-10,,0,Summer,
2983,2021-07-10,,0,Summer,
2984,2021-07-10,,0,Summer,PROMO-CLEARANCE
2985,2021-07-10,,0,Summer,PROMO-SUMMER
2986,2021-07-10,,0,Summer,
2987,2021-07-10,,0,Summer,
2988,2021-07-10,,0,Summer,
2989,2021-07-10,,0,Summer,PROMO-CLEARANCE
2990,2021-07-10,,0,Summer,
