id,observation_date,temperature,precipitation_level,humidity,weather_condition_code
2092,2021-01-19,10.8,1.5,80.4,Sunny
2093,2021-01-19,9.3,6.7,72.1,Cloudy
2094,2021-01-19,7.6,2.9,59.5,Snowy
2095,2021-01-19,-1.2,8.4,74.8,Windy
2096,2021-01-20,5.6,3.1,91.9,Rainy
2097,2021-01-20,-10.5,7.8,71.9,Cloudy
2098,2021-01-20,-1.9,3.2,69.9,Snowy
2099,2021-01-20,-7.5,0,58.9,Foggy
2100,2021-01-20,0.6,7.1,76.8,Sunny
2101,2021-01-21,-2.2,8.4,82.5,Snowy
2102,2021-01-21,-0.5,1.1,60.1,Cloudy
2103,2021-01-21,-1.4,7.3,91,Snowy
2104,2021-01-21,-3.4,2,77.4,Cloudy
2105,2021-01-21,5.3,6.3,68.5,Foggy
2106,2021-01-21,0.9,0,86.5,Windy
2107,2021-01-21,6.9,3.6,76.8,Sunny
2108,2021-01-21,0.7,3.1,77.7,Foggy
2109,2021-01-22,10.7,10.5,69.5,Snowy
2110,2021-01-22,-1.8,9.2,85.5,Snowy
2111,2021-01-22,5,5.7,60.7,Windy
2112,2021-01-22,-2.4,9,60.9,Rainy
2113,2021-01-22,10.4,7.6,90.5,Foggy
2114,2021-01-23,-3.7,5.6,79.9,Snowy
2115,2021-01-23,7.1,1.7,80.1,Cloudy
2116,2021-01-23,-2.8,6.3,69.8,Windy
2117,2021-01-23,10.1,9.1,94.4,Windy
2118,2021-01-23,10.4,3.3,65.4,Snowy
2119,2021-01-24,0.7,3.2,89,Rainy
2120,2021-01-24,7.6,3,76.8,Foggy
2121,2021-01-25,12.6,5.3,79.6,Snowy
2122,2021-01-25,5.6,8.6,87.5,Foggy
2123,2021-01-25,-6.1,8.5,81,Foggy
2124,2021-01-25,-2.4,1.1,81.5,Rainy
2125,2021-01-25,7.7,0,70.1,Foggy
2126,2021-01-25,0.6,3.9,71.6,Sunny
2127,2021-01-26,-2.3,5.8,86.3,Cloudy
2128,2021-01-26,-4.5,4.6,80.8,Cloudy
2129,2021-01-26,-2,5.1,62.5,Cloudy
2130,2021-01-26,-5.5,4.7,79.3,Cloudy
2131,2021-01-27,-2.6,1.6,78,Rainy
2132,2021-01-28,10.7,3.4,72,Cloudy
2133,2021-01-28,-2.1,7.8,74.9,Cloudy
2134,2021-01-28,0.7,6.3,85.2,Cloudy
2135,2021-01-28,-12.3,5.7,71.9,Windy
2136,2021-01-28,4,1.8,63.9,Stormy
2137,2021-01-29,-6.5,2.1,91.2,Sunny
2138,2021-01-29,-7.8,4.3,74.3,Cloudy
2139,2021-01-29,-5.5,4,46.2,Snowy
2140,2021-01-29,-4.4,8.6,71.2,Rainy
2141,2021-01-29,-5.1,4,79.9,Rainy
2142,2021-01-29,5.9,2.5,55.4,Snowy
2143,2021-01-30,-1.5,3.1,73.5,Cloudy
2144,2021-01-30,1.9,3.3,74.2,Cloudy
2145,2021-01-31,1.2,5.9,60.4,Snowy
2146,2021-01-31,3.6,0,82.3,Snowy
2147,2021-01-31,4.6,2.3,75.9,Cloudy
2148,2021-01-31,1.9,7.7,63.6,Snowy
2149,2021-01-31,6.7,6.2,68.6,Snowy
2150,2021-01-31,5.5,0,52.7,Foggy
2151,2021-02-01,-4.3,3.3,77.9,Foggy
2152,2021-02-01,-2,4.1,81.4,Windy
2153,2021-02-01,16.5,0,62.8,Snowy
2154,2021-02-01,4.8,9,86,Cloudy
2155,2021-02-01,6.8,5.8,83,Rainy
2156,2021-02-01,10.5,2.5,89.4,Cloudy
2157,2021-02-01,1.2,7.5,72.7,Cloudy
2158,2021-02-01,7.4,8.3,84,Snowy
2159,2021-02-01,-7.6,1.1,65.1,Foggy
2160,2021-02-02,17.9,0,69.6,Sunny
2161,2021-02-02,1.6,3.3,62.8,Rainy
2162,2021-02-02,-0.1,7.8,66.5,Stormy
2163,2021-02-02,-0.4,0.7,84.1,Rainy
2164,2021-02-02,8.5,0.1,50.1,Foggy
2165,2021-02-03,4.1,0.8,84.8,Foggy
2166,2021-02-03,6.3,1.4,84.6,Windy
2167,2021-02-04,3.3,3.3,81.2,Sunny
2168,2021-02-04,-3.1,3.6,66.9,Cloudy
2169,2021-02-04,1.7,0.6,78.7,Windy
2170,2021-02-04,5.4,4.8,70.7,Foggy
2171,2021-02-04,9.7,7.2,69.8,Snowy
2172,2021-02-05,4.5,1.4,71.8,Foggy
2173,2021-02-05,9.8,6.6,83.5,Snowy
2174,2021-02-05,9.4,0,81.2,Windy
2175,2021-02-06,-2.1,5.4,85.8,Cloudy
2176,2021-02-06,-4.9,0,77.3,Rainy
2177,2021-02-06,0.5,2.5,64,Stormy
2178,2021-02-06,5,4.5,69.7,Stormy
2179,2021-02-06,4.6,8,73.9,Foggy
2180,2021-02-07,-3.2,5.2,93.1,Stormy
2181,2021-02-07,-3.9,4.7,84.2,Foggy
2182,2021-02-07,-3.2,2,59.2,Snowy
2183,2021-02-07,-3,3.9,73.1,Windy
2184,2021-02-07,6.5,4.4,73,Foggy
2185,2021-02-07,4.4,5.4,77.9,Rainy
2186,2021-02-07,5.5,6.4,65.5,Foggy
2187,2021-02-08,5.5,2.2,82.6,Rainy
2188,2021-02-08,2.4,9.6,78.2,Rainy
2189,2021-02-08,-9.6,1.6,84.9,Cloudy
2190,2021-02-08,-1.1,3.9,64.5,Cloudy
2191,2021-02-08,0.5,3.6,72.4,Windy
2192,2021-02-09,3.4,0,70.1,Cloudy
2193,2021-02-09,0.6,3.1,57.3,Cloudy
2194,2021-02-10,5.6,0,73.8,Rainy
2195,2021-02-10,4.2,0,63.3,Snowy
2196,2021-02-10,-3.9,10.4,85.5,Rainy
2197,2021-02-10,1.4,3.4,69.5,Foggy
2198,2021-02-10,1.3,4.5,76.9,Snowy
2199,2021-02-10,8.9,4.5,82.9,Snowy
2200,2021-02-10,-0.8,3.9,66.4,Snowy
2201,2021-02-11,9,4.8,71,Windy
2202,2021-02-12,4,0.2,79.4,Cloudy
2203,2021-02-12,0.7,11.7,51.9,Windy
2204,2021-02-12,-4.6,5.9,61,Cloudy
2205,2021-02-12,0.5,6.1,83.1,Cloudy
2206,2021-02-12,2.6,2.7,76.8,Snowy
2207,2021-02-12,11.3,5.4,65,Foggy
2208,2021-02-12,10.8,6.8,73.6,Cloudy
2209,2021-02-12,3.3,7.3,79.4,Snowy
2210,2021-02-12,10.1,5.1,74.2,Cloudy
2211,2021-02-12,2.2,4.1,81.8,Cloudy
2212,2021-02-12,0.7,0.5,61.4,Rainy
2213,2021-02-13,-0.9,4.8,71.3,Foggy
2214,2021-02-13,5.6,4.1,73.2,Cloudy
2215,2021-02-13,11.9,4.9,74.2,Snowy
2216,2021-02-13,-1.1,7.3,73.9,Cloudy
2217,2021-02-13,9.3,0.8,80.2,Snowy
2218,2021-02-13,-0.6,2.9,79.2,Sunny
2219,2021-02-13,4.7,4.2,83.7,Snowy
2220,2021-02-14,8.8,8.3,64.2,Windy
2221,2021-02-14,5.4,0.9,59.2,Cloudy
2222,2021-02-14,4.6,2.5,83.9,Snowy
2223,2021-02-14,5,1.2,82.2,Snowy
2224,2021-02-14,22.2,5.9,74,Rainy
2225,2021-02-15,-2.3,5.6,75.2,Cloudy
2226,2021-02-15,0.7,8.1,69.5,Windy
2227,2021-02-15,3.5,5.3,86,Cloudy
2228,2021-02-15,-6.4,6.5,70.6,Rainy
2229,2021-02-15,2.6,0.5,69.8,Cloudy
2230,2021-02-15,3.1,4.7,75.9,Sunny
2231,2021-02-16,9.8,2,82.9,Snowy
2232,2021-02-16,8.6,5.7,86.3,Rainy
2233,2021-02-16,-8.8,1,85.9,Snowy
2234,2021-02-16,6.1,5.8,83.2,Foggy
2235,2021-02-16,7.4,2.6,68,Windy
2236,2021-02-16,-2.7,6.2,100,Sunny
2237,2021-02-17,5.4,10.5,81.8,Rainy
2238,2021-02-17,0.5,2,75.4,Cloudy
2239,2021-02-17,7.2,4.6,59.4,Foggy
2240,2021-02-18,3.3,9.6,79.3,Cloudy
2241,2021-02-18,-5.2,9.5,72,Foggy
2242,2021-02-18,11.8,11.7,80.1,Rainy
2243,2021-02-19,-0.2,2.3,73.7,Cloudy
2244,2021-02-19,3.7,2.6,76.6,Foggy
2245,2021-02-19,14.2,5.9,73.3,Rainy
2246,2021-02-19,-11,5.3,64.7,Foggy
2247,2021-02-19,-2.3,2.1,87.4,Cloudy
2248,2021-02-20,1.9,4.1,84.1,Sunny
2249,2021-02-20,2.8,1.6,64.1,Snowy
2250,2021-02-20,1.6,0.8,65.4,Foggy
2251,2021-02-20,-0.3,4,65.4,Cloudy
2252,2021-02-20,16,0.2,85.1,Snowy
2253,2021-02-20,-1.1,2.5,75.6,Rainy
2254,2021-02-21,8.3,1.7,59.2,Snowy
2255,2021-02-21,6.7,0.7,72,Cloudy
2256,2021-02-22,10.1,6.5,64.4,Snowy
2257,2021-02-22,6.6,4.2,74.3,Cloudy
2258,2021-02-22,-3.4,5.7,66.3,Cloudy
2259,2021-02-22,4.8,0.6,69.2,Sunny
2260,2021-02-22,0.8,8,90.5,Cloudy
2261,2021-02-22,4.9,6.9,86.1,Snowy
2262,2021-02-22,-4.3,5.8,74.5,Cloudy
2263,2021-02-22,-9.6,2.5,77.7,Snowy
2264,2021-02-23,-5,0,78.2,Foggy
2265,2021-02-23,6.3,7,71.4,Sunny
2266,2021-02-23,-1.3,1.1,77,Cloudy
2267,2021-02-23,-3.8,4.9,88.4,Cloudy
2268,2021-02-23,-6,3.9,58.8,Cloudy
2269,2021-02-24,1.8,1.4,64,Foggy
2270,2021-02-24,-0.1,3.5,62.2,Rainy
2271,2021-02-24,1.3,4.4,72,Cloudy
2272,2021-02-24,1.1,6.3,85.4,Foggy
2273,2021-02-24,0.1,1.3,71.8,Snowy
2274,2021-02-24,8,0.9,85.9,Windy
2275,2021-02-24,7.5,11.5,80.2,Foggy
2276,2021-02-24,-8.6,7.5,72.4,Snowy
2277,2021-02-24,-3.3,4.9,83.5,Snowy
2278,2021-02-24,1.2,6.6,78.8,Windy
2279,2021-02-25,9.3,2.2,77.2,Rainy
2280,2021-02-25,5.8,9.8,63,Snowy
2281,2021-02-25,0.8,5.4,71.6,Rainy
2282,2021-02-25,1.6,2.3,64.6,Foggy
2283,2021-02-25,1.4,0,65.6,Foggy
2284,2021-02-25,5.6,0,47.1,Snowy
2285,2021-02-25,8.3,7.6,64.5,Foggy
2286,2021-02-26,6.8,4.6,87,Stormy
2287,2021-02-26,10,4.6,69.5,Foggy
2288,2021-02-26,-2.4,0.5,91.3,Snowy
2289,2021-02-26,8.6,6,83.3,Cloudy
2290,2021-02-27,-8.2,8.5,76.3,Sunny
2291,2021-02-27,2.6,0,74.7,Foggy
2292,2021-02-27,-0.6,0,52.9,Foggy
2293,2021-02-27,9.6,6.5,80,Cloudy
2294,2021-02-27,-4.4,5.7,74.4,Stormy
2295,2021-02-27,-1.8,11.5,75.1,Rainy
2296,2021-02-27,0.8,9.7,81.3,Sunny
2297,2021-02-27,6.1,5.1,87.8,Rainy
2298,2021-02-28,13.9,4.4,77.9,Cloudy
2299,2021-03-01,17.5,11.7,54.7,Windy
2300,2021-03-01,19.2,8.3,58.9,Stormy
2301,2021-03-01,20.1,8.4,66.8,Cloudy
2302,2021-03-01,22.7,10.2,66.3,Sunny
2303,2021-03-01,17.5,6.2,55,Stormy
2304,2021-03-01,19,3.4,56.1,Rainy
2305,2021-03-01,15.9,15.5,69.8,Foggy
2306,2021-03-01,28.6,8.2,77.2,Foggy
2307,2021-03-01,15.1,10.3,41,Rainy
2308,2021-03-02,13.2,6.6,65,Windy
2309,2021-03-02,15.7,12.4,64.7,Rainy
2310,2021-03-02,7,10.8,53.8,Cloudy
2311,2021-03-02,9.4,4.1,76.9,Rainy
2312,2021-03-03,12.5,10.6,69.9,Rainy
2313,2021-03-03,13.5,0.1,90.1,Rainy
2314,2021-03-03,20,3.4,84.7,Stormy
2315,2021-03-03,15.1,6.6,71.1,Cloudy
2316,2021-03-03,15.6,6.4,77.8,Rainy
2317,2021-03-03,17.2,7.4,58.5,Rainy
2318,2021-03-04,8.3,6.8,67.4,Rainy
2319,2021-03-04,17.6,5.9,72.6,Sunny
2320,2021-03-04,18.1,6.7,87.6,Sunny
2321,2021-03-04,16.5,5.8,68.6,Sunny
2322,2021-03-04,13.5,3.4,79,Sunny
2323,2021-03-04,11.3,2,57.6,Cloudy
2324,2021-03-04,16.2,6.9,69.5,Sunny
2325,2021-03-05,19.6,1.8,53.2,Rainy
2326,2021-03-05,10.3,9.9,73.6,Stormy
2327,2021-03-05,29.8,7,70.3,Rainy
2328,2021-03-05,9.6,0,75,Rainy
2329,2021-03-06,13.9,4.6,70.1,Sunny
2330,2021-03-06,10.3,5.2,82.5,Windy
2331,2021-03-06,19.8,2.2,45,Cloudy
2332,2021-03-06,16.5,0,49.1,Rainy
2333,2021-03-06,17.1,9.7,56.8,Cloudy
2334,2021-03-06,24.3,8.6,61.5,Windy
2335,2021-03-06,19.6,11,64.5,Rainy
2336,2021-03-07,13.7,9.9,60.8,Foggy
2337,2021-03-07,14.3,4.9,53.7,Rainy
2338,2021-03-08,16.8,3.4,60.3,Stormy
2339,2021-03-08,12.6,0,60.2,Sunny
2340,2021-03-09,20,11.2,51.7,Sunny
2341,2021-03-09,18,0,59.8,Cloudy
2342,2021-03-09,11.5,0,49.2,Sunny
2343,2021-03-09,3.1,0.3,82.9,Rainy
2344,2021-03-09,7.8,2.9,58.9,Rainy
2345,2021-03-09,13.6,1.3,75.2,Cloudy
2346,2021-03-09,24.8,10.5,55.5,Sunny
2347,2021-03-09,7.5,9.3,63.8,Cloudy
2348,2021-03-10,19.4,0,63.5,Windy
2349,2021-03-10,12.9,0.5,69.1,Rainy
2350,2021-03-10,14.1,4.5,76.8,Cloudy
2351,2021-03-10,13.7,1.9,67.6,Stormy
2352,2021-03-11,23.6,3.2,53.8,Cloudy
2353,2021-03-11,7.2,5.5,67.4,Cloudy
2354,2021-03-11,15.5,3.4,74.1,Rainy
2355,2021-03-11,7.3,10.2,53,Sunny
2356,2021-03-11,19.4,2.3,65.1,Sunny
2357,2021-03-11,18.2,5.6,71,Stormy
2358,2021-03-12,13,6.9,72.7,Cloudy
2359,2021-03-12,17.3,5.6,87.7,Sunny
2360,2021-03-12,25.6,0.6,70.3,Sunny
2361,2021-03-12,11.3,9,64.3,Windy
2362,2021-03-12,21.7,13.1,80.7,Cloudy
2363,2021-03-12,14.4,6,54.8,Rainy
2364,2021-03-12,17.8,3.6,61.2,Cloudy
2365,2021-03-13,11.4,11.8,74.7,Cloudy
2366,2021-03-13,24.4,5.6,80.6,Foggy
2367,2021-03-13,14.8,11.9,83.5,Sunny
2368,2021-03-13,9.5,5.3,50.4,Sunny
2369,2021-03-13,20.8,3.2,48.7,Sunny
2370,2021-03-13,16.5,11.9,69.2,Rainy
2371,2021-03-13,9.4,0,51.8,Cloudy
2372,2021-03-14,23.3,0.4,62,Foggy
2373,2021-03-14,23,7.9,78.2,Rainy
2374,2021-03-14,21.3,13.3,64.8,Sunny
2375,2021-03-14,17.9,1.7,55.2,Cloudy
2376,2021-03-14,22.1,0,61.4,Sunny
2377,2021-03-14,23.9,7.1,76.9,Windy
2378,2021-03-14,7,6.9,65.4,Foggy
2379,2021-03-14,8.7,2.8,61.8,Rainy
2380,2021-03-15,11.6,0.4,58.9,Windy
2381,2021-03-15,11,2,64.7,Rainy
2382,2021-03-15,25.4,6,93,Foggy
2383,2021-03-15,10.4,0.6,66.5,Stormy
2384,2021-03-15,13.3,3.9,100,Cloudy
2385,2021-03-15,7.3,7.6,76.8,Rainy
2386,2021-03-15,14.3,6.3,56.7,Stormy
2387,2021-03-15,17.6,12.4,53.5,Sunny
2388,2021-03-15,17.7,10.9,71,Stormy
2389,2021-03-16,13.5,11.4,62.8,Foggy
2390,2021-03-16,13.9,0,82.3,Rainy
2391,2021-03-16,6.3,7,51.3,Stormy
2392,2021-03-17,13.7,3.7,92.5,Rainy
2393,2021-03-17,17.9,4.1,69.8,Rainy
2394,2021-03-17,18.6,5.4,61.7,Sunny
2395,2021-03-17,23.7,12.3,60.9,Rainy
2396,2021-03-17,17.9,1.3,71.2,Cloudy
2397,2021-03-17,14.5,4.1,81.7,Windy
2398,2021-03-17,17.3,9.9,61.4,Rainy
2399,2021-03-17,13.1,5.8,62.3,Cloudy
2400,2021-03-18,15.3,6.9,62.1,Cloudy
2401,2021-03-18,14.8,8.3,58.7,Cloudy
2402,2021-03-18,18.9,9.7,61.9,Rainy
2403,2021-03-18,13.2,11.4,61.3,Windy
2404,2021-03-19,18.8,6.2,55.6,Sunny
2405,2021-03-19,20.4,0.7,62.1,Foggy
2406,2021-03-19,17.6,0,61.7,Cloudy
2407,2021-03-19,12.7,9.4,94.2,Sunny
2408,2021-03-19,12.6,3.5,51.1,Windy
2409,2021-03-19,16.8,7,60.4,Cloudy
2410,2021-03-19,22.5,4.3,56.2,Rainy
2411,2021-03-20,19.3,11.2,53.4,Cloudy
2412,2021-03-20,18.7,8.1,63.8,Rainy
2413,2021-03-20,12.9,8,57,Sunny
2414,2021-03-20,14.5,7.7,68.6,Windy
2415,2021-03-21,6.9,3.5,57.9,Sunny
2416,2021-03-21,2.6,3.6,68.6,Cloudy
2417,2021-03-21,8.1,10.7,57.5,Stormy
2418,2021-03-21,18.5,0,77,Cloudy
2419,2021-03-21,12.9,1.3,66.8,Rainy
2420,2021-03-21,16.9,11.9,48.1,Windy
2421,2021-03-22,9.8,17.7,85.1,Foggy
2422,2021-03-22,18.8,2.8,56.5,Rainy
2423,2021-03-22,10.7,10.7,62.4,Rainy
2424,2021-03-22,8.3,3.8,46.7,Cloudy
2425,2021-03-23,26.9,17,81.7,Foggy
2426,2021-03-23,18.1,6.8,84.6,Sunny
2427,2021-03-23,11.2,4.9,67.3,Stormy
2428,2021-03-23,10.8,7.1,83.6,Windy
2429,2021-03-23,11.5,2,65.8,Windy
2430,2021-03-24,19.5,3.4,57.1,Windy
2431,2021-03-24,8.1,9.5,87.4,Sunny
2432,2021-03-24,25.3,12.1,59.4,Rainy
2433,2021-03-24,12.9,4.3,52.6,Cloudy
2434,2021-03-24,3.6,6,59.9,Cloudy
2435,2021-03-25,23.3,8.7,66.9,Windy
2436,2021-03-25,13.6,9.6,63.1,Foggy
2437,2021-03-25,7,10.1,32.7,Rainy
2438,2021-03-26,16.1,7.1,82.2,Rainy
2439,2021-03-26,20.2,6.6,80,Sunny
2440,2021-03-26,15.6,5.8,84.1,Foggy
2441,2021-03-26,10.9,0,59.5,Windy
2442,2021-03-26,15.9,6.6,73.1,Cloudy
2443,2021-03-26,14.7,10.1,60.3,Foggy
2444,2021-03-26,14.7,6.1,60.9,Rainy
2445,2021-03-26,13.7,2.7,66.2,Rainy
2446,2021-03-26,16.5,3.3,50.4,Rainy
2447,2021-03-26,19.9,3.4,82.7,Cloudy
2448,2021-03-27,17.1,10.1,63.8,Sunny
2449,2021-03-27,19.6,9.4,71.7,Rainy
2450,2021-03-27,23.1,13.8,76.6,Sunny
2451,2021-03-27,27.4,7.2,54.9,Cloudy
2452,2021-03-27,11.6,11.5,68.4,Cloudy
2453,2021-03-27,26.8,5.1,51.5,Cloudy
2454,2021-03-27,19.2,6.5,71.8,Stormy
2455,2021-03-28,8.1,3.8,75.3,Sunny
2456,2021-03-28,24.4,5.2,63.4,Cloudy
2457,2021-03-28,16.5,5.2,62.3,Cloudy
2458,2021-03-28,17.2,6.5,66.1,Cloudy
2459,2021-03-28,15.2,5.5,58.4,Foggy
2460,2021-03-29,19.1,0,77.9,Sunny
2461,2021-03-29,15.5,2.9,64.7,Rainy
2462,2021-03-30,8.7,0.3,62.6,Rainy
2463,2021-03-30,16.8,0.7,79.6,Sunny
2464,2021-03-30,10.5,5.5,49.7,Cloudy
2465,2021-03-30,7.6,8.3,63.3,Rainy
2466,2021-03-30,9.2,13.2,88.3,Rainy
2467,2021-03-30,15.5,9.5,61.9,Sunny
2468,2021-03-30,14.9,1.9,69.3,Foggy
2469,2021-03-31,21.3,12.4,58,Cloudy
2470,2021-03-31,24.8,8.5,55.3,Rainy
2471,2021-03-31,16.9,8.6,69,Rainy
2472,2021-03-31,12,7,66.4,Cloudy
2473,2021-03-31,18,1.3,77.8,Foggy
2474,2021-03-31,23.3,4.5,65.6,Sunny
2475,2021-03-31,7.2,0,92,Rainy
2476,2021-04-01,11.8,7.2,70.9,Sunny
2477,2021-04-01,13.7,2.6,48.8,Sunny
2478,2021-04-01,18.1,9.6,54,Rainy
2479,2021-04-01,5,8.1,74.5,Cloudy
2480,2021-04-01,21.7,2,29,Cloudy
2481,2021-04-01,14.4,2.9,76.9,Sunny
2482,2021-04-02,13.1,7.7,74.6,Stormy
2483,2021-04-02,15.8,6.7,38.5,Sunny
2484,2021-04-02,16,8.1,64.2,Cloudy
2485,2021-04-02,5.3,8.7,55.8,Rainy
2486,2021-04-02,18.4,5.2,50.8,Cloudy
2487,2021-04-03,21.2,6.3,74.1,Cloudy
2488,2021-04-03,18.8,9.4,50.7,Cloudy
2489,2021-04-04,7.1,5.9,74.3,Cloudy
2490,2021-04-04,14.3,5.9,66,Stormy
2491,2021-04-04,23.5,4.9,59.4,Cloudy
2492,2021-04-04,11.5,2.4,46.6,Cloudy
2493,2021-04-04,11.5,7.5,57.9,Cloudy
2494,2021-04-04,24.2,6.3,62.6,Foggy
2495,2021-04-04,17.1,6.9,52.2,Cloudy
2496,2021-04-04,16.5,0,49.3,Sunny
2497,2021-04-05,14.9,9,61.3,Sunny
2498,2021-04-05,20.1,0,67.1,Rainy
2499,2021-04-05,17.3,10.4,48,Cloudy
2500,2021-04-05,6.9,6.6,55.7,Sunny
2501,2021-04-05,7.2,8.1,64,Rainy
2502,2021-04-05,18.9,8.8,60.6,Sunny
2503,2021-04-05,12.4,5.3,66,Rainy
2504,2021-04-05,9.3,5.8,70.1,Rainy
2505,2021-04-05,8.8,7.3,60.9,Stormy
2506,2021-04-05,9.6,13.8,58.3,Windy
2507,2021-04-05,20.3,9.1,68.3,Rainy
2508,2021-04-06,14.8,8.9,77.2,Stormy
2509,2021-04-06,12.4,8.2,60.2,Sunny
2510,2021-04-06,15.3,3.6,73.6,Stormy
2511,2021-04-06,26.3,3.8,73.5,Sunny
2512,2021-04-06,9.9,10.8,71.7,Stormy
2513,2021-04-06,16.3,5.5,91.4,Snowy
2514,2021-04-06,17.5,8.3,75.6,Sunny
2515,2021-04-06,23.2,11.9,50.5,Windy
2516,2021-04-06,18.5,3.5,83.2,Cloudy
2517,2021-04-07,15.3,5,76.3,Sunny
2518,2021-04-07,19.8,3,61.7,Sunny
2519,2021-04-07,7.1,1.5,57.9,Sunny
2520,2021-04-07,12.3,7.5,70.8,Stormy
2521,2021-04-08,19.6,10.5,88.1,Cloudy
2522,2021-04-08,16.6,2.7,59.5,Foggy
2523,2021-04-08,17.9,7,75.9,Sunny
2524,2021-04-08,16.6,6.5,64.3,Foggy
2525,2021-04-08,16,11.1,77.8,Rainy
2526,2021-04-08,11.6,4.9,59.5,Rainy
2527,2021-04-09,10.5,15.3,61.8,Sunny
2528,2021-04-09,4.8,11.2,58.9,Stormy
2529,2021-04-09,16.3,10.1,71.7,Stormy
2530,2021-04-09,13.7,0,82.9,Sunny
2531,2021-04-10,15.8,7.6,75.9,Cloudy
2532,2021-04-10,12.8,2.8,36.4,Stormy
2533,2021-04-10,10.6,6.6,55.9,Rainy
2534,2021-04-10,7.5,8.6,65.4,Sunny
2535,2021-04-10,13.7,4.9,76.4,Stormy
2536,2021-04-10,19,1.6,61.1,Sunny
2537,2021-04-11,7.8,8.7,69.9,Cloudy
2538,2021-04-11,16.7,6.9,79.6,Windy
2539,2021-04-11,12.3,12.1,58,Cloudy
2540,2021-04-11,13,10.2,64.2,Rainy
2541,2021-04-11,13.4,10.7,56.6,Cloudy
2542,2021-04-12,15.6,5.5,65.4,Rainy
2543,2021-04-12,9.2,6.6,89.6,Rainy
2544,2021-04-12,12,6.4,77.3,Sunny
2545,2021-04-12,10.6,12.2,50.7,Windy
2546,2021-04-12,13.6,5.9,63.7,Snowy
2547,2021-04-12,23.1,3.9,66.9,Rainy
2548,2021-04-12,10.8,8.2,78.3,Sunny
2549,2021-04-12,12.3,14.9,57.2,Foggy
2550,2021-04-13,17.3,2,66.5,Cloudy
2551,2021-04-13,13.6,3.7,52.9,Sunny
2552,2021-04-13,4.9,0.1,66.1,Windy
2553,2021-04-13,19.3,15.4,45.1,Windy
2554,2021-04-13,10.2,2.8,59.3,Sunny
2555,2021-04-14,22.3,10.1,52.3,Cloudy
2556,2021-04-14,19.2,6.8,43.7,Cloudy
2557,2021-04-14,8.5,9.6,70,Cloudy
2558,2021-04-14,19.4,6.8,72.4,Stormy
2559,2021-04-15,12.6,9.4,71.3,Foggy
2560,2021-04-15,15.9,0.7,76.4,Sunny
2561,2021-04-15,21.5,5.9,85.5,Stormy
2562,2021-04-16,6.8,0,64.8,Foggy
2563,2021-04-16,17.9,6.3,60.3,Sunny
2564,2021-04-16,9.5,3.4,57.6,Rainy
2565,2021-04-16,19.3,2.7,73.3,Cloudy
2566,2021-04-16,7.5,5.2,81.5,Rainy
2567,2021-04-16,15.4,8.9,65.3,Rainy
2568,2021-04-16,13.6,4.6,78.9,Windy
2569,2021-04-17,19.6,0,72.1,Stormy
2570,2021-04-17,17.9,6.2,51.1,Rainy
2571,2021-04-17,13.8,15.4,76.7,Sunny
2572,2021-04-18,12.1,13.6,56.2,Sunny
2573,2021-04-18,13.6,4.9,70.9,Rainy
2574,2021-04-19,14.5,2.1,74.5,Rainy
2575,2021-04-19,13.2,15.4,80,Sunny
2576,2021-04-19,18.4,11.7,74.3,Rainy
2577,2021-04-19,14.3,11.1,79.5,Windy
2578,2021-04-19,11.1,10.2,66,Sunny
2579,2021-04-20,20.8,0,76.5,Sunny
2580,2021-04-20,16.6,6.3,53.4,Sunny
2581,2021-04-20,8.7,7.9,65.6,Stormy
2582,2021-04-21,10.8,5.1,87,Cloudy
2583,2021-04-21,18.9,5.6,79.1,Foggy
2584,2021-04-21,9,0.5,68.5,Sunny
2585,2021-04-21,14.9,6.3,50.6,Sunny
2586,2021-04-21,11.7,8,90.2,Rainy
2587,2021-04-22,13,17.4,82.1,Snowy
2588,2021-04-22,12.5,6.3,80.7,Sunny
2589,2021-04-22,14.5,13.1,61.2,Rainy
2590,2021-04-22,8.8,11.5,76.1,Sunny
2591,2021-04-22,9.9,12.9,68.7,Rainy
2592,2021-04-22,8,1.2,65.7,Cloudy
2593,2021-04-23,21.6,6.7,52,Cloudy
2594,2021-04-23,12.3,3.3,72.9,Windy
2595,2021-04-23,9.1,2.7,64.7,Cloudy
2596,2021-04-23,20,9.8,56,Foggy
2597,2021-04-23,19.2,1.9,53.7,Rainy
2598,2021-04-23,13.5,8.6,59.6,Rainy
2599,2021-04-24,16.1,5.3,79.7,Sunny
2600,2021-04-24,16.1,7,53.5,Rainy
2601,2021-04-24,18.3,6.5,69.7,Cloudy
2602,2021-04-25,22.3,11.6,59.7,Stormy
2603,2021-04-25,17.1,1.1,52,Rainy
2604,2021-04-25,17.9,3.3,32.6,Windy
2605,2021-04-25,23.7,0,61.5,Sunny
2606,2021-04-25,18.4,5.5,64.8,Cloudy
2607,2021-04-26,18.5,8.2,75.9,Cloudy
2608,2021-04-26,16.2,8.3,62,Rainy
2609,2021-04-27,18.2,4.5,81.1,Rainy
2610,2021-04-27,19.8,14.7,47.6,Sunny
2611,2021-04-27,13.3,10.4,71.4,Sunny
2612,2021-04-27,14.2,5.8,60,Cloudy
2613,2021-04-27,20,5.6,87.9,Foggy
2614,2021-04-27,19.6,5.4,61.4,Sunny
2615,2021-04-28,13,7.7,67.3,Sunny
