Transaction_ID,Timestamp,Product_ID,Quantity_Sold,Unit_Price,Discount_Applied,Payment_Method,Store_ID
1080,2025-11-09 06:13:14,164,2,6.43,0,Mobile Pay,STR-011
1081,2025-11-09 06:32:52,162,3,7.54,0,Mobile Pay,STR-031
1082,2025-11-09 08:02:49,84,5,4.05,28,Mobile Pay,STR-037
1083,2025-11-09 08:15:03,131,5,5.11,16.1,Credit Card,STR-008
1084,2025-11-09 09:05:58,103,12,2.58,10.6,Cash,STR-005
1085,2025-11-09 10:50:41,106,10,3.36,0,Cash,STR-020
1086,2025-11-09 10:58:15,109,1,4.75,0,Mobile Pay,STR-031
1087,2025-11-09 11:21:46,100,13,5.45,10.9,Debit Card,STR-026
1088,2025-11-09 13:03:34,183,4,2.77,0,Debit Card,STR-022
1089,2025-11-09 13:25:16,224,2,9.6,21.5,Cash,STR-018
1090,2025-11-09 13:54:55,175,3,1.16,0,Mobile Pay,STR-022
1091,2025-11-09 14:28:03,122,5,2.69,26.7,Mobile Pay,STR-012
1092,2025-11-09 15:13:34,126,5,3.55,0,Mobile Pay,STR-035
1093,2025-11-09 18:17:07,156,4,7.58,0,Debit Card,STR-047
1094,2025-11-09 18:39:55,156,4,7.21,39.9,Cash,STR-025
1095,2025-11-09 18:42:48,182,5,3.34,0,Credit Card,STR-038
1096,2025-11-09 21:07:18,54,4,6.02,28.1,Credit Card,STR-048
1097,2025-11-09 22:23:32,120,2,2.1,0,Mobile Pay,STR-041
1098,2025-11-10 00:04:59,84,5,3.92,0,Debit Card,STR-002
1099,2025-11-10 01:41:41,175,5,1.2,25.6,Debit Card,STR-035
1100,2025-11-10 01:59:45,225,2,7.7,29.2,Gift Card,STR-031
1101,2025-11-10 02:46:49,204,9,10.18,22.8,Credit Card,STR-048
1102,2025-11-10 03:37:38,10,1,7.47,0,Credit Card,STR-026
1103,2025-11-10 04:38:30,51,8,1.56,0,Credit Card,STR-018
1104,2025-11-10 04:55:36,107,3,2.51,0,Mobile Pay,STR-003
1105,2025-11-10 05:01:06,115,2,4.5,31.2,Credit Card,STR-047
1106,2025-11-10 06:29:08,165,2,2.57,39,Cash,STR-026
1107,2025-11-10 06:31:37,42,5,12.26,34.8,Mobile Pay,STR-019
1108,2025-11-10 06:35:23,8,2,6.81,0,Cash,STR-035
1109,2025-11-10 06:47:49,26,14,6.05,19.5,Credit Card,STR-011
1110,2025-11-10 07:22:22,27,2,2.58,26.6,Mobile Pay,STR-025
1111,2025-11-10 09:38:24,118,14,3.99,18.3,Cash,STR-023
1112,2025-11-10 09:39:05,28,5,3.45,21.3,Cash,STR-002
1113,2025-11-10 09:46:25,27,2,2.18,0,Debit Card,STR-002
1114,2025-11-10 10:36:49,38,2,9.11,0,Gift Card,STR-027
1115,2025-11-10 10:46:07,135,4,3.76,0,Credit Card,STR-028
1116,2025-11-10 10:57:27,149,2,4.76,32.5,Credit Card,STR-026
1117,2025-11-10 11:05:09,148,9,6.13,0,Credit Card,STR-015
1118,2025-11-10 11:34:12,105,4,2.36,24.4,Mobile Pay,STR-034
1119,2025-11-10 12:28:31,26,13,5.65,22.8,Debit Card,STR-040
1120,2025-11-10 13:01:26,206,2,12.11,33,Credit Card,STR-035
1121,2025-11-10 13:56:57,178,1,7.44,27.5,Gift Card,STR-039
1122,2025-11-10 14:33:05,188,15,4.53,0,Debit Card,STR-022
1123,2025-11-10 14:39:31,190,4,5.86,0,Mobile Pay,STR-032
1124,2025-11-10 15:20:57,239,2,14.39,0,Cash,STR-042
1125,2025-11-10 15:40:46,36,13,6.14,11,Debit Card,STR-031
1126,2025-11-10 15:49:14,189,2,3.92,35.7,Gift Card,STR-026
1127,2025-11-10 16:21:24,122,4,2.46,0,Cash,STR-029
1128,2025-11-10 16:53:41,196,12,4.26,0,Credit Card,STR-040
1129,2025-11-10 17:02:53,49,4,1.86,30.5,Gift Card,STR-028
1130,2025-11-10 18:00:27,240,2,5.31,31.2,Credit Card,STR-026
1131,2025-11-10 18:33:52,191,3,3.73,0,Cash,STR-026
1132,2025-11-10 18:35:29,208,1,11.48,26.1,Cash,STR-002
1133,2025-11-10 19:27:06,199,5,2,13.2,Credit Card,STR-026
1134,2025-11-10 20:06:28,33,5,5.51,0,Mobile Pay,STR-007
1135,2025-11-10 20:26:27,128,8,5.8,0,Credit Card,STR-008
1136,2025-11-10 20:38:14,135,3,3.39,36.7,Credit Card,STR-021
1137,2025-11-10 20:38:49,139,3,1.65,0,Gift Card,STR-008
1138,2025-11-10 20:44:49,218,3,3.89,0,Gift Card,STR-041
1139,2025-11-10 21:01:30,189,2,3.99,18.1,Debit Card,STR-027
1140,2025-11-10 21:02:50,2,9,5.44,0,Debit Card,STR-037
1141,2025-11-10 21:23:50,61,14,4.22,0,Credit Card,STR-008
1142,2025-11-10 22:11:04,98,7,3.74,0,Debit Card,STR-050
1143,2025-11-10 23:10:59,181,4,2.63,0,Mobile Pay,STR-035
1144,2025-11-10 23:59:41,100,4,5.32,19.5,Credit Card,STR-027
1145,2025-11-11 00:07:13,62,14,6.89,0,Debit Card,STR-004
1146,2025-11-11 01:05:18,244,1,10.4,0,Mobile Pay,STR-050
1147,2025-11-11 01:25:19,59,12,3.05,30.2,Cash,STR-047
1148,2025-11-11 01:46:37,50,1,2.79,0,Credit Card,STR-005
1149,2025-11-11 01:49:43,21,1,3.96,28.9,Debit Card,STR-046
1150,2025-11-11 02:30:27,119,5,1.21,0,Cash,STR-042
1151,2025-11-11 02:31:00,33,1,5.69,9.5,Credit Card,STR-050
1152,2025-11-11 04:48:15,91,3,5.18,0,Mobile Pay,STR-012
1153,2025-11-11 04:53:39,238,10,3.07,17.9,Cash,STR-002
1154,2025-11-11 06:56:27,52,1,2.89,15.2,Credit Card,STR-004
1155,2025-11-11 08:13:41,126,3,4.15,0,Mobile Pay,STR-032
1156,2025-11-11 09:28:39,41,3,5.87,0,Debit Card,STR-030
1157,2025-11-11 11:40:12,178,13,8.6,0,Cash,STR-037
1158,2025-11-11 12:43:32,3,3,1.13,0,Mobile Pay,STR-050
1159,2025-11-11 13:46:33,98,4,4.08,23,Mobile Pay,STR-017
1160,2025-11-11 14:23:01,167,3,2.7,35.8,Cash,STR-043
1161,2025-11-11 14:24:38,93,3,2.84,24.2,Cash,STR-030
1162,2025-11-11 14:40:51,209,5,10.33,0,Debit Card,STR-008
1163,2025-11-11 15:22:14,94,4,4.81,0,Mobile Pay,STR-035
1164,2025-11-11 15:32:26,95,6,5.94,24.8,Credit Card,STR-009
1165,2025-11-11 16:28:00,247,3,3.86,0,Credit Card,STR-008
1166,2025-11-11 17:32:49,29,13,2.26,10.8,Mobile Pay,STR-047
1167,2025-11-11 17:37:56,153,1,4,20.3,Credit Card,STR-009
1168,2025-11-11 18:08:36,48,12,3.43,0,Credit Card,STR-021
1169,2025-11-11 18:40:33,68,5,8.65,0,Credit Card,STR-017
1170,2025-11-11 19:13:28,143,3,1.37,0,Credit Card,STR-017
1171,2025-11-11 22:14:53,33,4,5.08,31.2,Credit Card,STR-043
1172,2025-11-11 22:38:28,43,2,5.34,0,Cash,STR-032
1173,2025-11-11 22:42:17,20,3,3.73,38.6,Debit Card,STR-002
1174,2025-11-11 23:35:20,201,4,12.79,0,Gift Card,STR-045
1175,2025-11-12 01:34:45,173,1,4.78,38.4,Credit Card,STR-035
1176,2025-11-12 01:52:48,31,3,1.82,38.4,Credit Card,STR-046
1177,2025-11-12 02:57:18,85,2,1.78,0,Cash,STR-009
1178,2025-11-12 04:26:54,63,1,5.48,0,Gift Card,STR-042
1179,2025-11-12 04:29:43,103,1,2.51,0,Debit Card,STR-034
1180,2025-11-12 04:38:01,16,1,8.9,11.4,Credit Card,STR-033
1181,2025-11-12 05:01:43,196,5,3.63,10,Debit Card,STR-023
1182,2025-11-12 05:18:08,242,2,11.47,0,Cash,STR-003
1183,2025-11-12 05:40:29,35,2,4.89,34.4,Cash,STR-039
1184,2025-11-12 07:08:09,156,3,7.28,0,Mobile Pay,STR-012
1185,2025-11-12 09:00:25,116,4,6.44,0,Credit Card,STR-011
1186,2025-11-12 09:45:21,150,6,7.75,0,Debit Card,STR-038
1187,2025-11-12 11:30:45,169,5,2.45,24.5,Debit Card,STR-030
1188,2025-11-12 11:46:21,110,3,8.99,38.8,Credit Card,STR-021
1189,2025-11-12 12:59:09,39,3,2.89,11.1,Mobile Pay,STR-013
1190,2025-11-12 13:49:50,130,3,4.92,7.3,Cash,STR-031
1191,2025-11-12 14:28:35,191,10,3.82,0,Debit Card,STR-020
1192,2025-11-12 15:18:49,34,3,7.88,35.5,Credit Card,STR-038
1193,2025-11-12 15:50:36,174,3,6.93,27.9,Mobile Pay,STR-008
1194,2025-11-12 18:34:34,101,3,4.45,36.6,Debit Card,STR-026
1195,2025-11-12 18:54:15,48,3,3.1,0,Mobile Pay,STR-032
1196,2025-11-12 18:58:12,188,14,4.74,39.8,Credit Card,STR-015
1197,2025-11-12 19:00:16,130,3,4.86,0,Cash,STR-048
1198,2025-11-12 19:53:00,20,2,4.18,7.6,Credit Card,STR-007
1199,2025-11-12 20:27:02,149,5,4.46,0,Debit Card,STR-022
1200,2025-11-12 20:58:21,10,1,7.67,0,Mobile Pay,STR-030
1201,2025-11-12 22:08:55,60,15,5.41,0,Credit Card,STR-005
1202,2025-11-12 22:34:52,9,3,5.52,15,Credit Card,STR-039
1203,2025-11-12 22:36:14,7,4,3.38,28.4,Mobile Pay,STR-031
1204,2025-11-12 22:48:27,210,1,7.5,0,Credit Card,STR-028
1205,2025-11-12 22:54:14,143,5,1.31,28.4,Cash,STR-029
1206,2025-11-12 23:05:10,250,5,15.15,0,Credit Card,STR-024
1207,2025-11-12 23:21:05,177,8,5.01,22.9,Credit Card,STR-004
1208,2025-11-12 23:28:53,215,5,7.47,0,Credit Card,STR-038
1209,2025-11-12 23:31:33,168,5,5.07,0,Cash,STR-021
1210,2025-11-12 23:44:26,97,3,2.55,0,Cash,STR-046
1211,2025-11-12 23:45:19,56,4,2.96,34.3,Mobile Pay,STR-003
1212,2025-11-13 00:01:13,100,4,5.14,12.1,Credit Card,STR-016
1213,2025-11-13 00:53:49,226,15,4.28,0,Credit Card,STR-032
1214,2025-11-13 01:37:01,21,5,4.14,5.8,Credit Card,STR-016
1215,2025-11-13 02:23:49,144,5,2.79,11.6,Debit Card,STR-007
1216,2025-11-13 02:53:23,145,4,3.28,34.1,Debit Card,STR-009
1217,2025-11-13 02:56:06,49,2,1.98,0,Cash,STR-008
1218,2025-11-13 03:48:10,44,1,10.01,22.8,Credit Card,STR-042
1219,2025-11-13 04:38:55,241,5,2.51,20.3,Debit Card,STR-043
1220,2025-11-13 05:01:41,33,1,5.75,39.3,Debit Card,STR-041
1221,2025-11-13 05:14:22,23,2,1.37,0,Cash,STR-018
1222,2025-11-13 05:52:43,127,5,4.88,31.2,Debit Card,STR-033
1223,2025-11-13 06:10:17,227,1,6.88,0,Credit Card,STR-038
1224,2025-11-13 06:11:15,10,5,7.47,33.4,Credit Card,STR-026
1225,2025-11-13 06:56:57,105,2,2.77,0,Cash,STR-019
1226,2025-11-13 07:20:22,246,4,12.91,14.6,Credit Card,STR-007
1227,2025-11-13 07:26:36,73,3,5.65,0,Gift Card,STR-029
1228,2025-11-13 07:34:25,167,2,2.98,0,Credit Card,STR-029
1229,2025-11-13 07:52:25,25,4,4.51,0,Cash,STR-037
1230,2025-11-13 08:35:31,85,3,1.85,0,Mobile Pay,STR-013
1231,2025-11-13 08:42:39,237,2,8.68,0,Credit Card,STR-006
1232,2025-11-13 11:16:28,36,2,6.97,7.8,Credit Card,STR-045
1233,2025-11-13 12:00:46,139,2,1.89,9.8,Credit Card,STR-049
1234,2025-11-13 12:14:16,62,2,5.73,0,Mobile Pay,STR-003
1235,2025-11-13 12:28:01,228,8,14.95,31,Debit Card,STR-030
1236,2025-11-13 13:18:48,194,2,1.39,20.9,Cash,STR-013
1237,2025-11-13 13:57:02,24,1,2,0,Debit Card,STR-048
1238,2025-11-13 14:04:55,100,4,5.88,5.1,Mobile Pay,STR-021
1239,2025-11-13 15:18:05,1,3,2.57,33.6,Mobile Pay,STR-045
1240,2025-11-13 16:10:46,72,2,2.3,0,Credit Card,STR-012
1241,2025-11-13 17:32:02,152,1,2.62,20.4,Credit Card,STR-017
1242,2025-11-13 17:41:40,134,6,1.08,29.8,Gift Card,STR-024
1243,2025-11-13 18:05:53,21,3,4.48,0,Credit Card,STR-026
1244,2025-11-13 18:28:08,68,5,10.38,0,Cash,STR-033
1245,2025-11-13 19:20:51,41,3,5.88,0,Gift Card,STR-018
1246,2025-11-13 20:35:37,124,2,4.19,0,Credit Card,STR-012
1247,2025-11-13 20:47:26,26,2,5.57,0,Credit Card,STR-021
1248,2025-11-13 20:47:31,121,1,2.08,0,Mobile Pay,STR-027
1249,2025-11-13 21:23:18,28,2,2.94,16.1,Credit Card,STR-014
1250,2025-11-13 21:57:25,169,3,2.62,21.3,Credit Card,STR-002
1251,2025-11-13 22:32:20,69,3,2.67,27.8,Mobile Pay,STR-014
1252,2025-11-13 22:42:44,216,4,10.06,0,Gift Card,STR-048
1253,2025-11-13 23:03:49,162,1,6.61,14,Credit Card,STR-042
1254,2025-11-14 00:32:37,240,1,5.82,20.7,Mobile Pay,STR-032
1255,2025-11-14 01:43:02,81,4,1.9,32.4,Debit Card,STR-045
1256,2025-11-14 01:54:57,140,3,3.23,18.2,Debit Card,STR-028
1257,2025-11-14 03:05:50,217,1,6.43,10.4,Debit Card,STR-031
1258,2025-11-14 03:37:14,37,14,5.23,15.5,Gift Card,STR-050
1259,2025-11-14 04:32:08,56,4,2.92,10.1,Cash,STR-041
1260,2025-11-14 05:05:16,195,3,2.31,30.5,Cash,STR-028
1261,2025-11-14 05:17:37,39,3,3.41,0,Debit Card,STR-030
1262,2025-11-14 07:12:50,155,11,3.59,18.4,Cash,STR-023
1263,2025-11-14 07:48:52,131,6,5.23,0,Cash,STR-001
1264,2025-11-14 07:51:17,87,3,2.71,10.8,Credit Card,STR-032
1265,2025-11-14 08:09:13,28,4,3.08,16.4,Mobile Pay,STR-001
1266,2025-11-14 08:22:08,224,2,11.06,0,Cash,STR-031
1267,2025-11-14 08:29:46,160,2,5.54,17.2,Mobile Pay,STR-006
1268,2025-11-14 09:42:27,220,4,5.19,34.9,Debit Card,STR-048
1269,2025-11-14 10:14:52,11,13,4.68,0,Debit Card,STR-035
1270,2025-11-14 10:16:17,86,11,3.68,6.3,Debit Card,STR-009
1271,2025-11-14 10:23:46,109,4,4.68,0,Mobile Pay,STR-010
1272,2025-11-14 10:49:38,5,4,2.89,0,Mobile Pay,STR-035
1273,2025-11-14 10:59:51,84,4,3.38,0,Cash,STR-047
1274,2025-11-14 11:21:27,176,2,2.31,8.5,Debit Card,STR-049
1275,2025-11-14 11:32:01,195,9,2.28,0,Cash,STR-041
1276,2025-11-14 12:07:43,10,7,7.03,33.4,Credit Card,STR-033
1277,2025-11-14 12:27:15,38,3,10.19,17.5,Credit Card,STR-037
1278,2025-11-14 12:49:07,117,1,2.71,0,Mobile Pay,STR-014
1279,2025-11-14 13:03:31,122,14,2.65,30.4,Cash,STR-004
1280,2025-11-14 13:07:51,117,4,2.73,19.3,Credit Card,STR-014
1281,2025-11-14 13:55:25,249,5,11.69,0,Credit Card,STR-024
1282,2025-11-14 14:16:09,232,4,3.45,24.7,Debit Card,STR-019
1283,2025-11-14 15:03:53,84,3,3.52,0,Cash,STR-044
1284,2025-11-14 15:20:10,7,2,3.78,21.6,Cash,STR-014
1285,2025-11-14 15:41:52,89,3,4.15,36.3,Credit Card,STR-039
1286,2025-11-14 15:55:27,115,7,3.91,26.2,Mobile Pay,STR-010
1287,2025-11-14 16:33:09,39,1,3.41,38.3,Credit Card,STR-048
1288,2025-11-14 17:36:26,159,9,3.56,0,Gift Card,STR-036
1289,2025-11-14 18:03:44,196,5,4.24,5.6,Debit Card,STR-011
1290,2025-11-14 18:15:11,188,4,4.59,0,Mobile Pay,STR-025
1291,2025-11-14 18:27:32,226,2,4.86,11.6,Credit Card,STR-037
1292,2025-11-14 21:17:22,200,2,3.5,0,Mobile Pay,STR-006
1293,2025-11-14 21:24:54,237,3,8.22,35.6,Credit Card,STR-011
1294,2025-11-14 21:48:44,207,5,2.48,37.8,Debit Card,STR-030
1295,2025-11-14 22:58:38,222,4,9.22,32.9,Debit Card,STR-045
1296,2025-11-14 23:39:47,16,2,8.64,0,Debit Card,STR-019
1297,2025-11-14 23:41:51,218,4,4.68,30.1,Credit Card,STR-007
1298,2025-11-14 23:47:17,75,6,4.85,0,Debit Card,STR-050
1299,2025-11-15 00:08:42,171,2,4.29,0,Credit Card,STR-031
1300,2025-11-15 00:41:46,98,4,4.19,24.1,Mobile Pay,STR-035
1301,2025-11-15 01:04:40,73,13,5.78,22,Credit Card,STR-019
1302,2025-11-15 01:48:04,128,5,6.52,0,Mobile Pay,STR-016
1303,2025-11-15 02:52:16,186,6,5.25,0,Debit Card,STR-028
1304,2025-11-15 02:55:02,217,4,7.04,21.9,Debit Card,STR-016
1305,2025-11-15 03:32:30,249,11,10.51,0,Credit Card,STR-016
1306,2025-11-15 03:59:09,249,3,10.31,36.4,Debit Card,STR-034
1307,2025-11-15 05:18:36,149,1,4.6,0,Debit Card,STR-044
1308,2025-11-15 05:28:32,179,3,3.08,35.4,Debit Card,STR-022
1309,2025-11-15 05:33:13,244,5,9.57,26,Mobile Pay,STR-031
1310,2025-11-15 06:30:45,70,13,5.16,0,Debit Card,STR-008
1311,2025-11-15 06:37:13,122,5,2.79,6.3,Credit Card,STR-023
1312,2025-11-15 07:06:46,178,2,8.73,0,Debit Card,STR-006
1313,2025-11-15 07:51:10,168,2,4.96,0,Gift Card,STR-007
1314,2025-11-15 09:12:26,121,10,2.02,17.8,Cash,STR-032
1315,2025-11-15 09:21:41,4,3,1.76,0,Credit Card,STR-040
1316,2025-11-15 11:09:05,122,2,2.7,22.7,Debit Card,STR-040
1317,2025-11-15 11:32:49,54,1,6.02,7.4,Gift Card,STR-010
1318,2025-11-15 11:33:12,174,1,7.68,0,Mobile Pay,STR-021
1319,2025-11-15 11:43:31,71,1,1.22,14.2,Cash,STR-031
1320,2025-11-15 12:40:03,122,3,2.43,0,Gift Card,STR-006
1321,2025-11-15 13:35:47,29,5,2.32,23.3,Credit Card,STR-031
1322,2025-11-15 15:41:09,209,3,10.68,31,Credit Card,STR-017
1323,2025-11-15 17:37:40,139,1,1.82,10.7,Debit Card,STR-019
1324,2025-11-15 19:50:34,43,4,5.44,0,Credit Card,STR-035
1325,2025-11-15 20:13:30,145,2,3.41,37.2,Credit Card,STR-020
1326,2025-11-15 21:52:36,224,2,9.59,24.6,Credit Card,STR-038
1327,2025-11-15 22:01:44,142,2,7.86,5,Debit Card,STR-021
1328,2025-11-15 23:14:22,245,10,8.88,0,Debit Card,STR-041
1329,2025-11-16 00:09:15,134,5,1.13,0,Credit Card,STR-005
1330,2025-11-16 00:51:26,51,8,1.5,39.4,Credit Card,STR-050
1331,2025-11-16 01:58:29,235,12,11.06,0,Credit Card,STR-023
1332,2025-11-16 05:12:39,4,3,1.71,29.4,Cash,STR-039
1333,2025-11-16 05:26:28,164,3,6.36,8.5,Debit Card,STR-010
1334,2025-11-16 05:30:31,103,2,2.17,32.3,Debit Card,STR-024
1335,2025-11-16 05:48:32,113,1,4.67,34.8,Debit Card,STR-033
1336,2025-11-16 05:52:40,146,5,6.1,24.8,Debit Card,STR-008
1337,2025-11-16 06:39:04,132,4,6.98,0,Debit Card,STR-015
1338,2025-11-16 07:40:23,70,13,4.73,0,Mobile Pay,STR-016
1339,2025-11-16 07:43:03,64,4,6.29,0,Debit Card,STR-004
1340,2025-11-16 07:53:56,217,4,6.93,30.5,Debit Card,STR-021
1341,2025-11-16 08:05:12,232,1,3.65,7,Credit Card,STR-038
1342,2025-11-16 08:42:58,151,2,1.95,7.3,Cash,STR-014
1343,2025-11-16 09:35:31,59,1,3.21,0,Mobile Pay,STR-043
1344,2025-11-16 10:06:38,45,15,0.99,13.1,Credit Card,STR-027
1345,2025-11-16 10:26:50,190,4,5.34,19,Debit Card,STR-033
1346,2025-11-16 10:29:22,241,9,2.94,0,Debit Card,STR-040
1347,2025-11-16 11:03:59,57,3,1.29,0,Credit Card,STR-001
1348,2025-11-16 11:18:25,160,2,5.23,0,Credit Card,STR-045
1349,2025-11-16 11:18:39,123,7,3.53,11.6,Credit Card,STR-028
1350,2025-11-16 12:20:45,128,15,6.7,21.4,Credit Card,STR-001
1351,2025-11-16 12:21:56,38,5,9.35,20.2,Credit Card,STR-009
1352,2025-11-16 12:33:25,21,13,4.33,0,Cash,STR-031
1353,2025-11-16 12:40:04,98,2,4.46,0,Cash,STR-040
1354,2025-11-16 13:05:46,13,14,2.81,12.2,Credit Card,STR-043
1355,2025-11-16 13:10:54,12,1,7.99,33.8,Debit Card,STR-020
1356,2025-11-16 13:21:49,57,2,1.34,37.5,Credit Card,STR-028
1357,2025-11-16 13:56:44,217,3,6.64,20.7,Credit Card,STR-003
1358,2025-11-16 13:59:10,170,4,4.06,34.1,Cash,STR-005
1359,2025-11-16 14:07:22,68,3,10.35,30.6,Cash,STR-019
1360,2025-11-16 14:09:13,9,4,4.8,0,Debit Card,STR-013
1361,2025-11-16 14:50:47,249,3,10.78,0,Credit Card,STR-004
1362,2025-11-16 15:31:22,228,4,14.61,32.4,Mobile Pay,STR-039
1363,2025-11-16 15:35:11,221,6,3.18,0,Credit Card,STR-023
1364,2025-11-16 17:53:53,156,5,6.75,29.1,Cash,STR-030
1365,2025-11-16 17:57:28,74,5,8.05,0,Debit Card,STR-033
1366,2025-11-16 18:28:40,192,2,5.33,33.2,Credit Card,STR-046
1367,2025-11-16 18:30:01,38,5,9.22,13.6,Debit Card,STR-033
1368,2025-11-16 18:52:36,176,1,2.22,0,Credit Card,STR-020
1369,2025-11-16 19:23:27,138,1,6.71,35.2,Debit Card,STR-007
1370,2025-11-16 19:42:35,235,2,11.3,25.2,Debit Card,STR-014
1371,2025-11-16 20:02:24,90,6,6.38,0,Mobile Pay,STR-046
1372,2025-11-16 20:16:47,65,3,3.79,25.7,Credit Card,STR-024
1373,2025-11-16 20:38:30,14,3,4.48,10.3,Cash,STR-023
1374,2025-11-16 21:01:25,204,4,9.66,0,Gift Card,STR-031
1375,2025-11-16 21:43:38,89,4,3.91,0,Debit Card,STR-046
1376,2025-11-16 22:08:05,178,3,7.82,5.4,Cash,STR-017
1377,2025-11-16 22:52:42,124,3,4.33,38.2,Mobile Pay,STR-045
1378,2025-11-16 23:01:14,204,3,8.79,0,Debit Card,STR-029
1379,2025-11-16 23:04:33,99,5,2.82,37.6,Cash,STR-028
1380,2025-11-16 23:23:29,90,3,6,0,Mobile Pay,STR-010
1381,2025-11-16 23:35:33,45,15,0.84,0,Cash,STR-015
1382,2025-11-17 01:09:24,135,2,3.37,37.6,Cash,STR-034
1383,2025-11-17 01:46:47,33,1,5.7,0,Debit Card,STR-037
1384,2025-11-17 02:55:43,232,4,4.07,24,Cash,STR-040
1385,2025-11-17 04:24:07,163,2,4.19,21.8,Mobile Pay,STR-018
1386,2025-11-17 06:06:23,90,15,6.29,0,Cash,STR-006
1387,2025-11-17 06:28:03,78,4,7.86,7.5,Debit Card,STR-038
1388,2025-11-17 06:48:06,214,3,13.97,0,Mobile Pay,STR-018
1389,2025-11-17 07:49:51,69,3,2.75,15.7,Mobile Pay,STR-041
1390,2025-11-17 08:01:35,44,3,9.39,0,Mobile Pay,STR-003
1391,2025-11-17 09:07:56,117,2,2.48,0,Credit Card,STR-036
1392,2025-11-17 09:08:12,220,12,6.15,5.3,Credit Card,STR-023
1393,2025-11-17 10:09:06,209,4,9.56,33.2,Credit Card,STR-025
1394,2025-11-17 10:16:15,14,1,4.44,0,Cash,STR-033
1395,2025-11-17 10:44:05,199,10,2.01,28.2,Gift Card,STR-015
1396,2025-11-17 11:21:04,218,3,4.07,20.2,Debit Card,STR-038
1397,2025-11-17 12:31:22,221,1,3.22,5.6,Debit Card,STR-028
1398,2025-11-17 13:42:08,111,1,1.38,16,Cash,STR-050
1399,2025-11-17 13:49:58,248,4,7.52,0,Debit Card,STR-017
1400,2025-11-17 14:11:10,154,14,6.58,18.2,Cash,STR-033
1401,2025-11-17 14:32:05,83,12,2.76,26.5,Credit Card,STR-019
1402,2025-11-17 14:35:43,108,5,4.08,7.6,Debit Card,STR-039
1403,2025-11-17 14:51:59,52,1,3.22,6.9,Cash,STR-046
1404,2025-11-17 15:27:33,154,5,6.95,0,Credit Card,STR-009
1405,2025-11-17 15:42:15,98,3,4.45,8.1,Gift Card,STR-009
1406,2025-11-17 15:49:33,20,3,3.99,13.6,Debit Card,STR-018
1407,2025-11-17 16:44:12,45,5,0.97,16.7,Cash,STR-035
1408,2025-11-17 17:21:04,137,5,4.47,0,Cash,STR-009
1409,2025-11-17 18:11:56,118,1,4.35,28.1,Debit Card,STR-034
1410,2025-11-17 18:31:38,65,2,3.71,22.9,Credit Card,STR-036
1411,2025-11-17 19:03:25,221,2,3.3,0,Cash,STR-025
1412,2025-11-17 19:37:07,207,1,2.73,31.5,Cash,STR-006
1413,2025-11-17 21:53:19,162,1,7.66,0,Debit Card,STR-021
1414,2025-11-17 22:07:12,32,2,2.66,27.5,Mobile Pay,STR-050
1415,2025-11-17 22:10:53,35,1,4.94,0,Cash,STR-003
1416,2025-11-17 22:19:20,71,1,1.19,0,Gift Card,STR-026
1417,2025-11-17 22:25:19,142,11,8.07,6.1,Cash,STR-046
1418,2025-11-17 22:36:45,146,1,5.5,0,Cash,STR-019
1419,2025-11-17 22:48:15,240,1,5.65,5.3,Debit Card,STR-019
1420,2025-11-17 23:48:20,62,3,6.83,0,Credit Card,STR-046
1421,2025-11-17 23:49:50,140,5,3.09,0,Debit Card,STR-043
1422,2025-11-17 23:59:44,3,2,1.17,14,Mobile Pay,STR-020
1423,2025-11-18 00:03:28,90,1,5.73,7.1,Credit Card,STR-033
1424,2025-11-18 00:10:51,145,3,3.75,11,Credit Card,STR-032
1425,2025-11-18 00:36:17,127,5,4.47,35.2,Cash,STR-018
1426,2025-11-18 02:35:01,4,2,1.52,0,Debit Card,STR-020
1427,2025-11-18 04:10:35,45,1,0.84,0,Mobile Pay,STR-035
1428,2025-11-18 04:14:25,99,5,2.56,0,Credit Card,STR-011
1429,2025-11-18 04:49:44,224,14,10.82,0,Debit Card,STR-006
1430,2025-11-18 05:54:56,1,3,2.59,7.3,Credit Card,STR-017
1431,2025-11-18 06:00:26,146,1,5.31,12.3,Credit Card,STR-048
1432,2025-11-18 06:16:05,54,3,5.56,0,Gift Card,STR-006
1433,2025-11-18 07:03:17,171,4,4.61,0,Mobile Pay,STR-006
1434,2025-11-18 07:33:53,178,1,8.39,24.1,Credit Card,STR-043
1435,2025-11-18 07:49:22,111,4,1.44,0,Debit Card,STR-020
1436,2025-11-18 08:16:27,139,1,1.8,23.9,Mobile Pay,STR-020
1437,2025-11-18 08:50:20,96,4,11.05,33.4,Credit Card,STR-021
1438,2025-11-18 09:30:42,81,4,1.85,18.8,Debit Card,STR-006
1439,2025-11-18 09:47:39,22,1,7.88,18,Credit Card,STR-016
1440,2025-11-18 10:20:31,40,4,4.71,0,Debit Card,STR-033
1441,2025-11-18 10:32:13,127,5,4.64,6.7,Credit Card,STR-029
1442,2025-11-18 10:36:24,184,4,4.17,0,Debit Card,STR-050
1443,2025-11-18 13:23:03,102,5,5.48,29.3,Cash,STR-047
1444,2025-11-18 13:40:39,5,2,3.06,0,Credit Card,STR-028
1445,2025-11-18 13:53:59,201,1,15.18,31.5,Debit Card,STR-020
1446,2025-11-18 14:13:15,104,2,3.14,0,Credit Card,STR-010
