batch_id,batch_number,product_id,supplier_id,warehouse_id,quantity,procurement_cost,unit_cost,received_date,expiry_date,quality_grade,created_at
609,BT-000609,97,25,6,83.6,193.12,2.31,2025-02-02,2025-02-12,A,2025-02-02T13:22:00.628Z
610,BT-000610,97,25,3,113.2,310.17,2.74,2025-05-07,2025-05-17,A,2025-05-07T13:22:00.628Z
611,BT-000611,97,25,7,434.1,998.43,2.3,2024-06-01,2024-06-11,A,2024-06-01T13:22:00.628Z
612,BT-000612,97,25,5,163.6,430.27,2.63,2025-11-26,2025-12-06,A,2025-11-26T13:22:00.628Z
613,BT-000613,97,25,4,206.1,525.55,2.55,2024-06-23,2024-07-03,A,2024-06-23T13:22:00.628Z
614,BT-000614,97,25,4,462.6,915.95,1.98,2024-06-13,2024-06-23,A,2024-06-13T13:22:00.628Z
615,BT-000615,97,25,2,349.5,929.67,2.66,2025-11-05,2025-11-15,B,2025-11-05T13:22:00.628Z
616,BT-000616,97,25,3,222.6,440.75,1.98,2026-01-18,2026-01-28,A,2026-01-18T13:22:00.628Z
617,BT-000617,143,5,4,451,2363.24,5.24,2024-10-23,2024-10-28,A,2024-10-23T13:22:00.628Z
618,BT-000618,143,5,1,345,1283.4,3.72,2024-12-31,2025-01-05,A,2024-12-31T13:22:00.628Z
619,BT-000619,143,5,8,444.5,1942.47,4.37,2025-05-28,2025-06-02,B,2025-05-28T13:22:00.628Z
620,BT-000620,143,5,3,258.7,1200.37,4.64,2025-04-21,2025-04-26,A,2025-04-21T13:22:00.628Z
621,BT-000621,143,5,13,424.2,1760.43,4.15,2025-07-06,2025-07-11,A,2025-07-06T13:22:00.628Z
622,BT-000622,143,5,13,394.7,1819.57,4.61,2025-12-17,2025-12-22,A,2025-12-17T13:22:00.628Z
623,BT-000623,143,5,11,155.7,842.34,5.41,2024-11-23,2024-11-28,A,2024-11-23T13:22:00.628Z
624,BT-000624,143,5,4,60.5,231.72,3.83,2025-05-18,2025-05-23,A,2025-05-18T13:22:00.628Z
625,BT-000625,143,5,1,257.5,1259.18,4.89,2024-07-07,2024-07-12,A,2024-07-07T13:22:00.628Z
626,BT-000626,143,5,2,368.6,1625.53,4.41,2025-08-05,2025-08-10,B,2025-08-05T13:22:00.628Z
627,BT-000627,143,5,13,369.8,1760.25,4.76,2024-12-16,2024-12-21,A,2024-12-16T13:22:00.628Z
628,BT-000628,143,5,2,69.5,311.36,4.48,2025-07-20,2025-07-25,A,2025-07-20T13:22:00.628Z
629,BT-000629,143,5,1,137.4,736.46,5.36,2025-02-15,2025-02-20,B,2025-02-15T13:22:00.628Z
630,BT-000630,143,5,11,220.4,877.19,3.98,2025-08-27,2025-09-01,A,2025-08-27T13:22:00.628Z
631,BT-000631,46,11,11,285.8,1128.91,3.95,2025-10-06,2025-10-16,B,2025-10-06T13:22:00.628Z
632,BT-000632,46,11,5,114.2,461.37,4.04,2024-09-08,2024-09-18,A,2024-09-08T13:22:00.628Z
633,BT-000633,46,11,14,321.3,1503.68,4.68,2024-09-16,2024-09-26,A,2024-09-16T13:22:00.628Z
634,BT-000634,46,11,2,179.1,827.44,4.62,2024-04-05,2024-04-15,A,2024-04-05T13:22:00.628Z
635,BT-000635,46,11,7,437.8,1466.63,3.35,2024-04-07,2024-04-17,A,2024-04-07T13:22:00.628Z
636,BT-000636,46,11,7,342.9,1549.91,4.52,2025-10-07,2025-10-17,B,2025-10-07T13:22:00.629Z
637,BT-000637,46,11,5,433.6,1860.14,4.29,2025-04-05,2025-04-15,A,2025-04-05T13:22:00.629Z
638,BT-000638,46,11,1,370.9,1665.34,4.49,2025-10-11,2025-10-21,B,2025-10-11T13:22:00.629Z
639,BT-000639,46,11,6,294.6,957.45,3.25,2026-02-08,2026-02-18,A,2026-02-08T13:22:00.629Z
640,BT-000640,46,11,14,478.5,1837.44,3.84,2025-03-26,2025-04-05,A,2025-03-26T13:22:00.629Z
641,BT-000641,46,11,7,131.8,524.56,3.98,2025-01-18,2025-01-28,B,2025-01-18T13:22:00.629Z
642,BT-000642,46,11,11,440.3,1413.36,3.21,2024-09-03,2024-09-13,C,2024-09-03T13:22:00.629Z
643,BT-000643,46,11,1,61,240.34,3.94,2024-10-15,2024-10-25,A,2024-10-15T13:22:00.629Z
644,BT-000644,46,11,10,378.8,1579.6,4.17,2025-02-02,2025-02-12,B,2025-02-02T13:22:00.629Z
645,BT-000645,175,4,11,420.6,773.9,1.84,2025-01-19,2025-01-26,A,2025-01-19T13:22:00.629Z
646,BT-000646,175,4,14,491.8,968.85,1.97,2024-10-01,2024-10-08,C,2024-10-01T13:22:00.629Z
647,BT-000647,175,4,9,355,749.05,2.11,2025-04-13,2025-04-20,C,2025-04-13T13:22:00.629Z
648,BT-000648,175,4,11,60.8,128.29,2.11,2024-11-03,2024-11-10,C,2024-11-03T13:22:00.629Z
649,BT-000649,175,4,2,169.8,361.67,2.13,2024-05-16,2024-05-23,C,2024-05-16T13:22:00.629Z
650,BT-000650,175,4,13,295.1,448.55,1.52,2025-11-30,2025-12-07,B,2025-11-30T13:22:00.629Z
651,BT-000651,175,4,6,229,478.61,2.09,2024-11-17,2024-11-24,C,2024-11-17T13:22:00.629Z
652,BT-000652,175,4,15,258.9,419.42,1.62,2025-09-14,2025-09-21,A,2025-09-14T13:22:00.629Z
653,BT-000653,175,4,1,393.7,574.8,1.46,2025-04-01,2025-04-08,B,2025-04-01T13:22:00.629Z
654,BT-000654,175,4,3,486.3,1030.96,2.12,2025-03-31,2025-04-07,A,2025-03-31T13:22:00.629Z
655,BT-000655,175,4,11,50.3,104.12,2.07,2025-04-01,2025-04-08,C,2025-04-01T13:22:00.629Z
656,BT-000656,175,4,15,391,711.62,1.82,2024-05-12,2024-05-19,A,2024-05-12T13:22:00.629Z
657,BT-000657,175,4,3,275.1,585.96,2.13,2025-02-22,2025-03-01,C,2025-02-22T13:22:00.629Z
658,BT-000658,175,4,4,175.7,337.34,1.92,2025-09-09,2025-09-16,C,2025-09-09T13:22:00.629Z
659,BT-000659,98,23,9,354,1217.76,3.44,2025-05-16,2025-05-21,C,2025-05-16T13:22:00.629Z
660,BT-000660,98,23,10,221.6,702.47,3.17,2025-08-17,2025-08-22,B,2025-08-17T13:22:00.629Z
661,BT-000661,98,23,4,445.6,1653.18,3.71,2024-11-23,2024-11-28,B,2024-11-23T13:22:00.629Z
662,BT-000662,98,23,6,205.9,714.47,3.47,2025-07-24,2025-07-29,B,2025-07-24T13:22:00.629Z
663,BT-000663,98,23,7,475.3,1696.82,3.57,2025-04-07,2025-04-12,B,2025-04-07T13:22:00.629Z
664,BT-000664,98,23,1,86.2,309.46,3.59,2024-04-03,2024-04-08,C,2024-04-03T13:22:00.629Z
665,BT-000665,98,23,11,180.7,498.73,2.76,2025-05-29,2025-06-03,A,2025-05-29T13:22:00.629Z
666,BT-000666,98,23,1,125.3,398.45,3.18,2025-07-01,2025-07-06,A,2025-07-01T13:22:00.629Z
667,BT-000667,98,23,8,386.7,1330.25,3.44,2024-07-11,2024-07-16,A,2024-07-11T13:22:00.629Z
668,BT-000668,98,23,6,83.6,333.56,3.99,2024-12-07,2024-12-12,B,2024-12-07T13:22:00.629Z
669,BT-000669,98,23,14,136.4,401.02,2.94,2024-06-26,2024-07-01,A,2024-06-26T13:22:00.629Z
670,BT-000670,98,23,3,482.2,1345.34,2.79,2024-07-05,2024-07-10,A,2024-07-05T13:22:00.629Z
671,BT-000671,98,23,9,50,176,3.52,2024-06-05,2024-06-10,C,2024-06-05T13:22:00.629Z
672,BT-000672,98,23,13,418.4,1656.86,3.96,2025-04-20,2025-04-25,A,2025-04-20T13:22:00.629Z
673,BT-000673,112,7,12,296.8,652.96,2.2,2024-04-30,2024-05-07,A,2024-04-30T13:22:00.629Z
674,BT-000674,112,7,1,410.3,1009.34,2.46,2025-06-21,2025-06-28,A,2025-06-21T13:22:00.629Z
675,BT-000675,112,7,15,422,831.34,1.97,2024-08-26,2024-09-02,A,2024-08-26T13:22:00.629Z
676,BT-000676,112,7,3,407.6,953.78,2.34,2025-05-19,2025-05-26,A,2025-05-19T13:22:00.629Z
677,BT-000677,112,7,5,434.6,1247.3,2.87,2026-02-10,2026-02-17,A,2026-02-10T13:22:00.629Z
678,BT-000678,112,7,3,170.6,417.97,2.45,2025-02-18,2025-02-25,A,2025-02-18T13:22:00.629Z
679,BT-000679,112,7,5,390.6,1003.84,2.57,2026-02-07,2026-02-14,B,2026-02-07T13:22:00.629Z
680,BT-000680,112,7,9,130.9,307.62,2.35,2026-02-02,2026-02-09,A,2026-02-02T13:22:00.629Z
681,BT-000681,112,7,12,218.5,541.88,2.48,2026-01-05,2026-01-12,A,2026-01-05T13:22:00.629Z
682,BT-000682,112,7,11,305.7,669.48,2.19,2025-01-26,2025-02-02,A,2025-01-26T13:22:00.629Z
683,BT-000683,112,7,6,153.3,384.78,2.51,2025-09-18,2025-09-25,B,2025-09-18T13:22:00.629Z
684,BT-000684,112,7,8,59.6,140.06,2.35,2026-01-30,2026-02-06,B,2026-01-30T13:22:00.629Z
685,BT-000685,112,7,13,125,360,2.88,2025-06-06,2025-06-13,A,2025-06-06T13:22:00.629Z
686,BT-000686,112,7,4,369.6,1012.7,2.74,2025-09-18,2025-09-25,B,2025-09-18T13:22:00.629Z
687,BT-000687,14,5,8,118,165.2,1.4,2025-03-13,2025-04-03,A,2025-03-13T13:22:00.629Z
688,BT-000688,14,5,6,223.4,393.18,1.76,2025-11-25,2025-12-16,B,2025-11-25T13:22:00.629Z
689,BT-000689,14,5,15,111.8,184.47,1.65,2025-03-12,2025-04-02,C,2025-03-12T13:22:00.629Z
690,BT-000690,14,5,7,109.5,152.2,1.39,2024-05-01,2024-05-22,A,2024-05-01T13:22:00.629Z
691,BT-000691,14,5,4,238.5,381.6,1.6,2026-02-27,2026-03-20,A,2026-02-27T13:22:00.629Z
692,BT-000692,14,5,6,328.1,508.56,1.55,2025-06-07,2025-06-28,A,2025-06-07T13:22:00.629Z
693,BT-000693,14,5,11,70.6,93.19,1.32,2026-02-04,2026-02-25,B,2026-02-04T13:22:00.629Z
694,BT-000694,14,5,10,178.9,236.15,1.32,2024-06-22,2024-07-13,A,2024-06-22T13:22:00.629Z
695,BT-000695,14,5,14,160,238.4,1.49,2025-04-25,2025-05-16,A,2025-04-25T13:22:00.629Z
696,BT-000696,14,5,8,211,297.51,1.41,2024-05-18,2024-06-08,B,2024-05-18T13:22:00.629Z
697,BT-000697,14,5,10,227.3,268.21,1.18,2025-10-10,2025-10-31,A,2025-10-10T13:22:00.629Z
698,BT-000698,14,5,8,373.4,522.76,1.4,2026-01-31,2026-02-21,A,2026-01-31T13:22:00.629Z
699,BT-000699,14,5,7,403.5,568.93,1.41,2025-01-02,2025-01-23,A,2025-01-02T13:22:00.629Z
700,BT-000700,14,5,8,438.4,552.38,1.26,2025-11-29,2025-12-20,B,2025-11-29T13:22:00.629Z
701,BT-000701,105,25,11,399.2,1129.74,2.83,2024-10-27,2024-11-10,B,2024-10-27T13:22:00.629Z
702,BT-000702,105,25,14,185.5,467.46,2.52,2024-12-20,2025-01-03,A,2024-12-20T13:22:00.629Z
703,BT-000703,105,25,5,107.8,299.68,2.78,2024-04-12,2024-04-26,B,2024-04-12T13:22:00.629Z
704,BT-000704,105,25,12,162.2,326.02,2.01,2025-07-05,2025-07-19,A,2025-07-05T13:22:00.629Z
705,BT-000705,105,25,11,449.1,988.02,2.2,2025-09-10,2025-09-24,A,2025-09-10T13:22:00.629Z
706,BT-000706,105,25,14,124.6,304.02,2.44,2025-06-17,2025-07-01,B,2025-06-17T13:22:00.629Z
707,BT-000707,105,25,14,487.2,1154.66,2.37,2025-04-04,2025-04-18,A,2025-04-04T13:22:00.629Z
708,BT-000708,105,25,3,456.9,1151.39,2.52,2025-07-24,2025-08-07,B,2025-07-24T13:22:00.629Z
709,BT-000709,105,25,15,116,259.84,2.24,2024-04-28,2024-05-12,A,2024-04-28T13:22:00.629Z
710,BT-000710,105,25,12,169,466.44,2.76,2025-12-10,2025-12-24,A,2025-12-10T13:22:00.629Z
711,BT-000711,105,25,3,253.5,613.47,2.42,2025-04-07,2025-04-21,B,2025-04-07T13:22:00.629Z
712,BT-000712,105,25,4,90.9,184.53,2.03,2025-07-27,2025-08-10,B,2025-07-27T13:22:00.629Z
713,BT-000713,105,25,10,377,859.56,2.28,2025-02-02,2025-02-16,C,2025-02-02T13:22:00.629Z
714,BT-000714,105,25,11,344.5,664.89,1.93,2024-12-18,2025-01-01,C,2024-12-18T13:22:00.629Z
715,BT-000715,5,10,12,258.9,445.31,1.72,2025-07-29,2025-08-05,B,2025-07-29T13:22:00.629Z
716,BT-000716,5,10,13,233.8,399.8,1.71,2026-03-10,2026-03-17,B,2026-03-10T13:22:00.629Z
717,BT-000717,5,10,6,475.2,660.53,1.39,2025-11-16,2025-11-23,A,2025-11-16T13:22:00.629Z
718,BT-000718,5,10,13,158.2,235.72,1.49,2024-11-02,2024-11-09,B,2024-11-02T13:22:00.629Z
719,BT-000719,5,10,3,316.4,503.08,1.59,2025-06-11,2025-06-18,A,2025-06-11T13:22:00.629Z
720,BT-000720,5,10,5,258.9,458.25,1.77,2025-11-10,2025-11-17,C,2025-11-10T13:22:00.629Z
721,BT-000721,5,10,5,142.9,198.63,1.39,2024-06-05,2024-06-12,B,2024-06-05T13:22:00.629Z
722,BT-000722,5,10,3,232.1,350.47,1.51,2025-04-08,2025-04-15,B,2025-04-08T13:22:00.629Z
723,BT-000723,5,10,6,224.4,363.53,1.62,2024-04-03,2024-04-10,A,2024-04-03T13:22:00.629Z
724,BT-000724,5,10,12,411.6,707.95,1.72,2026-01-09,2026-01-16,A,2026-01-09T13:22:00.629Z
725,BT-000725,5,10,9,369.3,613.04,1.66,2025-07-09,2025-07-16,A,2025-07-09T13:22:00.629Z
726,BT-000726,5,10,11,271.5,447.98,1.65,2025-12-16,2025-12-23,A,2025-12-16T13:22:00.629Z
727,BT-000727,5,10,4,141.7,218.22,1.54,2024-11-04,2024-11-11,A,2024-11-04T13:22:00.629Z
728,BT-000728,5,10,13,85.3,122.83,1.44,2024-08-29,2024-09-05,A,2024-08-29T13:22:00.629Z
729,BT-000729,33,23,15,65.7,172.79,2.63,2025-01-02,2025-01-23,B,2025-01-02T13:22:00.629Z
730,BT-000730,33,23,10,473.6,1368.7,2.89,2025-10-25,2025-11-15,A,2025-10-25T13:22:00.629Z
731,BT-000731,33,23,14,360.5,1034.64,2.87,2025-09-11,2025-10-02,A,2025-09-11T13:22:00.629Z
732,BT-000732,33,23,9,277.3,720.98,2.6,2025-12-29,2026-01-19,B,2025-12-29T13:22:00.629Z
733,BT-000733,33,23,11,496.4,1384.96,2.79,2025-06-29,2025-07-20,C,2025-06-29T13:22:00.629Z
734,BT-000734,33,23,6,156.1,363.71,2.33,2026-01-30,2026-02-20,A,2026-01-30T13:22:00.629Z
735,BT-000735,33,23,6,201.5,447.33,2.22,2025-02-01,2025-02-22,B,2025-02-01T13:22:00.629Z
736,BT-000736,33,23,5,303,863.55,2.85,2024-11-23,2024-12-14,B,2024-11-23T13:22:00.629Z
737,BT-000737,33,23,6,295.2,614.02,2.08,2026-01-26,2026-02-16,B,2026-01-26T13:22:00.629Z
738,BT-000738,33,23,5,50.1,140.28,2.8,2026-01-28,2026-02-18,A,2026-01-28T13:22:00.629Z
739,BT-000739,33,23,14,181.1,476.29,2.63,2024-06-07,2024-06-28,A,2024-06-07T13:22:00.629Z
740,BT-000740,33,23,6,232.8,626.23,2.69,2025-01-15,2025-02-05,A,2025-01-15T13:22:00.629Z
741,BT-000741,33,23,5,430.6,843.98,1.96,2025-07-27,2025-08-17,B,2025-07-27T13:22:00.629Z
742,BT-000742,33,23,4,176.5,443.02,2.51,2024-07-12,2024-08-02,A,2024-07-12T13:22:00.629Z
743,BT-000743,99,15,13,270.3,1202.84,4.45,2024-11-11,2024-12-11,B,2024-11-11T13:22:00.629Z
744,BT-000744,99,15,12,193.1,880.54,4.56,2025-08-11,2025-09-10,B,2025-08-11T13:22:00.629Z
745,BT-000745,99,15,15,116.4,549.41,4.72,2025-03-26,2025-04-25,B,2025-03-26T13:22:00.629Z
746,BT-000746,99,15,5,488.4,2129.42,4.36,2026-01-05,2026-02-04,B,2026-01-05T13:22:00.629Z
747,BT-000747,99,15,15,482.3,2353.62,4.88,2024-09-08,2024-10-08,A,2024-09-08T13:22:00.629Z
748,BT-000748,99,15,8,475,2930.75,6.17,2025-09-12,2025-10-12,B,2025-09-12T13:22:00.629Z
749,BT-000749,99,15,7,68,328.44,4.83,2025-03-30,2025-04-29,C,2025-03-30T13:22:00.629Z
750,BT-000750,99,15,14,480.5,2498.6,5.2,2025-02-20,2025-03-22,B,2025-02-20T13:22:00.629Z
751,BT-000751,99,15,7,264.2,1138.7,4.31,2025-10-03,2025-11-02,A,2025-10-03T13:22:00.629Z
752,BT-000752,99,15,1,154.2,835.76,5.42,2026-01-18,2026-02-17,C,2026-01-18T13:22:00.629Z
753,BT-000753,99,15,14,70.2,333.45,4.75,2025-11-01,2025-12-01,A,2025-11-01T13:22:00.629Z
754,BT-000754,99,15,10,133.9,587.82,4.39,2024-09-10,2024-10-10,A,2024-09-10T13:22:00.629Z
755,BT-000755,99,15,12,412.2,1842.53,4.47,2026-01-04,2026-02-03,A,2026-01-04T13:22:00.629Z
756,BT-000756,99,15,7,473.9,2724.93,5.75,2024-09-01,2024-10-01,A,2024-09-01T13:22:00.629Z
757,BT-000757,92,20,11,279.3,446.88,1.6,2025-01-12,2025-01-17,A,2025-01-12T13:22:00.629Z
758,BT-000758,92,20,2,318.1,496.24,1.56,2024-07-04,2024-07-09,C,2024-07-04T13:22:00.629Z
759,BT-000759,92,20,13,461.8,845.09,1.83,2024-12-21,2024-12-26,C,2024-12-21T13:22:00.629Z
760,BT-000760,92,20,1,403.5,677.88,1.68,2024-09-14,2024-09-19,B,2024-09-14T13:22:00.629Z
761,BT-000761,92,20,15,347.1,590.07,1.7,2025-03-17,2025-03-22,A,2025-03-17T13:22:00.629Z
762,BT-000762,92,20,1,220.8,320.16,1.45,2024-10-27,2024-11-01,A,2024-10-27T13:22:00.629Z
763,BT-000763,92,20,2,236.8,364.67,1.54,2026-02-25,2026-03-02,B,2026-02-25T13:22:00.629Z
764,BT-000764,92,20,4,395.6,684.39,1.73,2024-03-31,2024-04-05,B,2024-03-31T13:22:00.629Z
765,BT-000765,92,20,15,497,844.9,1.7,2025-11-28,2025-12-03,A,2025-11-28T13:22:00.629Z
766,BT-000766,92,20,14,290.4,455.93,1.57,2025-05-15,2025-05-20,B,2025-05-15T13:22:00.629Z
767,BT-000767,92,20,12,57.5,104.08,1.81,2025-03-22,2025-03-27,C,2025-03-22T13:22:00.629Z
768,BT-000768,92,20,8,58.6,86.73,1.48,2025-11-24,2025-11-29,B,2025-11-24T13:22:00.629Z
769,BT-000769,92,20,3,306.3,566.66,1.85,2025-06-11,2025-06-16,B,2025-06-11T13:22:00.629Z
770,BT-000770,92,20,3,404.9,623.55,1.54,2024-10-06,2024-10-11,C,2024-10-06T13:22:00.629Z
771,BT-000771,167,21,13,58,133.98,2.31,2024-08-29,2024-09-03,B,2024-08-29T13:22:00.629Z
772,BT-000772,167,21,9,381.6,786.1,2.06,2025-01-28,2025-02-02,A,2025-01-28T13:22:00.629Z
773,BT-000773,167,21,2,143.5,344.4,2.4,2025-09-15,2025-09-20,B,2025-09-15T13:22:00.629Z
774,BT-000774,167,21,3,122.4,324.36,2.65,2025-04-20,2025-04-25,B,2025-04-20T13:22:00.629Z
775,BT-000775,167,21,9,479,1101.7,2.3,2024-10-07,2024-10-12,A,2024-10-07T13:22:00.629Z
776,BT-000776,167,21,15,422.2,937.28,2.22,2025-03-10,2025-03-15,C,2025-03-10T13:22:00.629Z
777,BT-000777,167,21,4,462.9,1060.04,2.29,2025-05-10,2025-05-15,A,2025-05-10T13:22:00.629Z
778,BT-000778,167,21,11,229.7,599.52,2.61,2025-05-20,2025-05-25,A,2025-05-20T13:22:00.629Z
779,BT-000779,167,21,15,188.3,476.4,2.53,2024-07-11,2024-07-16,A,2024-07-11T13:22:00.629Z
780,BT-000780,167,21,6,273.5,705.63,2.58,2025-11-17,2025-11-22,A,2025-11-17T13:22:00.629Z
781,BT-000781,167,21,9,470.4,907.87,1.93,2025-02-06,2025-02-11,A,2025-02-06T13:22:00.629Z
782,BT-000782,167,21,7,233.7,607.62,2.6,2025-12-05,2025-12-10,A,2025-12-05T13:22:00.629Z
783,BT-000783,167,21,8,238.5,584.33,2.45,2025-10-04,2025-10-09,A,2025-10-04T13:22:00.629Z
784,BT-000784,167,21,9,439.3,1010.39,2.3,2025-09-30,2025-10-05,A,2025-09-30T13:22:00.629Z
785,BT-000785,94,30,14,170.1,394.63,2.32,2026-03-02,2026-03-05,A,2026-03-02T13:22:00.629Z
786,BT-000786,94,30,8,266.1,854.18,3.21,2024-05-15,2024-05-18,B,2024-05-15T13:22:00.629Z
787,BT-000787,94,30,15,363.2,835.36,2.3,2025-10-15,2025-10-18,A,2025-10-15T13:22:00.629Z
788,BT-000788,94,30,3,128.8,382.54,2.97,2024-10-10,2024-10-13,A,2024-10-10T13:22:00.629Z
789,BT-000789,94,30,4,264.4,891.03,3.37,2024-09-13,2024-09-16,A,2024-09-13T13:22:00.629Z
790,BT-000790,94,30,11,281.4,922.99,3.28,2025-03-15,2025-03-18,A,2025-03-15T13:22:00.629Z
791,BT-000791,94,30,14,244.9,729.8,2.98,2025-01-24,2025-01-27,C,2025-01-24T13:22:00.629Z
792,BT-000792,94,30,14,488.6,1319.22,2.7,2025-09-18,2025-09-21,B,2025-09-18T13:22:00.629Z
793,BT-000793,94,30,5,207.7,558.71,2.69,2024-06-20,2024-06-23,A,2024-06-20T13:22:00.629Z
794,BT-000794,94,30,11,116.4,329.41,2.83,2025-06-06,2025-06-09,A,2025-06-06T13:22:00.629Z
795,BT-000795,94,30,2,468.4,1096.06,2.34,2024-09-27,2024-09-30,A,2024-09-27T13:22:00.629Z
796,BT-000796,94,30,7,166,434.92,2.62,2025-04-08,2025-04-11,C,2025-04-08T13:22:00.629Z
797,BT-000797,94,30,13,290.2,806.76,2.78,2024-10-30,2024-11-02,C,2024-10-30T13:22:00.629Z
798,BT-000798,94,30,3,164.3,550.41,3.35,2024-12-27,2024-12-30,B,2024-12-27T13:22:00.629Z
799,BT-000799,144,15,3,387.4,2483.23,6.41,2025-06-29,2025-07-04,A,2025-06-29T13:22:00.629Z
800,BT-000800,144,15,8,344.1,1971.69,5.73,2026-03-04,2026-03-09,A,2026-03-04T13:22:00.629Z
801,BT-000801,144,15,2,186.4,905.9,4.86,2025-06-07,2025-06-12,A,2025-06-07T13:22:00.629Z
802,BT-000802,144,15,11,274.4,1671.1,6.09,2025-05-13,2025-05-18,A,2025-05-13T13:22:00.629Z
803,BT-000803,144,15,1,233.5,1641.51,7.03,2025-02-22,2025-02-27,A,2025-02-22T13:22:00.629Z
804,BT-000804,144,15,10,412.1,2147.04,5.21,2024-08-19,2024-08-24,A,2024-08-19T13:22:00.629Z
805,BT-000805,144,15,4,356.4,2149.09,6.03,2024-08-08,2024-08-13,B,2024-08-08T13:22:00.629Z
806,BT-000806,144,15,3,367.7,2276.06,6.19,2025-07-13,2025-07-18,C,2025-07-13T13:22:00.629Z
807,BT-000807,144,15,5,287.8,2043.38,7.1,2024-07-07,2024-07-12,A,2024-07-07T13:22:00.629Z
808,BT-000808,144,15,14,196.7,1398.54,7.11,2026-01-15,2026-01-20,A,2026-01-15T13:22:00.629Z
809,BT-000809,144,15,4,402.4,2756.44,6.85,2024-06-01,2024-06-06,A,2024-06-01T13:22:00.629Z
810,BT-000810,144,15,11,154.7,846.21,5.47,2026-01-22,2026-01-27,A,2026-01-22T13:22:00.629Z
811,BT-000811,144,15,5,431.6,2235.69,5.18,2024-07-27,2024-08-01,B,2024-07-27T13:22:00.629Z
812,BT-000812,144,15,13,270.7,1421.18,5.25,2024-07-04,2024-07-09,A,2024-07-04T13:22:00.629Z
813,BT-000813,32,3,4,272.3,1268.92,4.66,2024-06-30,2024-07-21,B,2024-06-30T13:22:00.629Z
814,BT-000814,32,3,2,204.1,1047.03,5.13,2025-09-04,2025-09-25,B,2025-09-04T13:22:00.629Z
815,BT-000815,32,3,5,332.6,1333.73,4.01,2025-03-10,2025-03-31,A,2025-03-10T13:22:00.629Z
816,BT-000816,32,3,4,370,1920.3,5.19,2025-09-12,2025-10-03,A,2025-09-12T13:22:00.629Z
817,BT-000817,32,3,13,99.2,397.79,4.01,2024-05-21,2024-06-11,A,2024-05-21T13:22:00.629Z
818,BT-000818,32,3,6,211.3,1086.08,5.14,2026-01-30,2026-02-20,A,2026-01-30T13:22:00.629Z
819,BT-000819,32,3,6,306.1,1291.74,4.22,2025-07-01,2025-07-22,A,2025-07-01T13:22:00.629Z
820,BT-000820,32,3,7,398.3,1505.57,3.78,2025-03-29,2025-04-19,A,2025-03-29T13:22:00.629Z
821,BT-000821,32,3,8,235.1,1187.25,5.05,2024-05-01,2024-05-22,A,2024-05-01T13:22:00.629Z
822,BT-000822,32,3,11,56.9,241.26,4.24,2025-12-12,2026-01-02,C,2025-12-12T13:22:00.629Z
823,BT-000823,32,3,3,470.7,1722.76,3.66,2024-04-06,2024-04-27,A,2024-04-06T13:22:00.629Z
824,BT-000824,32,3,9,64.4,330.37,5.13,2024-10-09,2024-10-30,B,2024-10-09T13:22:00.629Z
825,BT-000825,32,3,15,66,288.42,4.37,2024-09-15,2024-10-06,C,2024-09-15T13:22:00.629Z
826,BT-000826,32,3,10,74.8,272.27,3.64,2025-04-20,2025-05-11,A,2025-04-20T13:22:00.629Z
827,BT-000827,61,14,9,120,508.8,4.24,2024-06-28,2024-07-03,B,2024-06-28T13:22:00.629Z
828,BT-000828,61,14,11,476.1,2461.44,5.17,2026-02-12,2026-02-17,A,2026-02-12T13:22:00.629Z
829,BT-000829,61,14,7,119.9,547.94,4.57,2026-03-04,2026-03-09,B,2026-03-04T13:22:00.629Z
830,BT-000830,61,14,4,488.3,2358.49,4.83,2024-07-28,2024-08-02,A,2024-07-28T13:22:00.629Z
831,BT-000831,61,14,4,439.7,2167.72,4.93,2024-05-12,2024-05-17,C,2024-05-12T13:22:00.629Z
832,BT-000832,61,14,12,298.4,1405.46,4.71,2025-01-01,2025-01-06,A,2025-01-01T13:22:00.629Z
833,BT-000833,61,14,12,124.4,522.48,4.2,2025-06-25,2025-06-30,A,2025-06-25T13:22:00.629Z
834,BT-000834,61,14,12,322.2,1781.77,5.53,2025-07-03,2025-07-08,A,2025-07-03T13:22:00.629Z
835,BT-000835,61,14,10,119.1,482.35,4.05,2025-09-02,2025-09-07,B,2025-09-02T13:22:00.629Z
836,BT-000836,61,14,13,320.4,1227.13,3.83,2024-07-22,2024-07-27,A,2024-07-22T13:22:00.629Z
837,BT-000837,61,14,4,485.1,2090.78,4.31,2024-09-24,2024-09-29,B,2024-09-24T13:22:00.629Z
838,BT-000838,61,14,9,97.2,528.77,5.44,2024-07-01,2024-07-06,A,2024-07-01T13:22:00.629Z
839,BT-000839,61,14,9,421.2,1634.26,3.88,2025-03-22,2025-03-27,C,2025-03-22T13:22:00.629Z
840,BT-000840,61,14,8,490.4,2201.9,4.49,2025-07-14,2025-07-19,B,2025-07-14T13:22:00.629Z
841,BT-000841,186,24,8,162.7,304.25,1.87,2024-11-20,2024-11-27,B,2024-11-20T13:22:00.629Z
842,BT-000842,186,24,12,54.1,87.1,1.61,2024-09-08,2024-09-15,B,2024-09-08T13:22:00.630Z
843,BT-000843,186,24,13,140.6,295.26,2.1,2024-06-14,2024-06-21,B,2024-06-14T13:22:00.630Z
