Transaction_ID,Product_ID,Store_ID,Transaction_Date,Category,Price_Elasticity_Coefficient,Promotion_Lift_Score,Inventory_Turnover_Ratio
fb3a9274-e1b6-4d89-9227-360ec8ee3404,PRD-0198,STR-012,2023-04-18,Grocery,-4.552,1.6,14.14
c06e4d31-7f5e-4105-9240-3816f2fb6f02,PRD-0041,STR-013,2023-04-17,Electronics,-0.665,1.15,6.61
6cfb76bc-1e82-4832-9202-72d1295502ce,PRD-0160,STR-049,2023-04-18,Toys & Games,-0.315,2.51,5.43
6561f1a1-3055-4b90-9edf-298672148a21,PRD-0090,STR-016,2023-04-18,Electronics,-2.189,1.86,4.87
a7fc10ca-ffa3-4a11-b4ff-73012a7b79ea,PRD-0031,STR-029,2023-04-17,Home & Garden,-0.568,2.68,19.46
9f944ed8-6f07-49b7-b9b6-07deaaadea49,PRD-0084,STR-003,2023-04-17,Apparel,-3.17,1.36,11.04
b593ff24-40d6-4601-8616-a273866dd2ad,PRD-0020,STR-009,2023-04-19,Toys & Games,-3.019,2.95,6.82
71faeccd-8e3b-4dae-9b44-ba325f70c402,PRD-0153,STR-017,2023-04-19,Home & Garden,-3.478,1.6,18.93
8ef4f487-1a8b-4df3-9cd9-7b6f834283a2,PRD-0034,STR-029,2023-04-17,Home & Garden,-1.729,1.02,11.04
9ee6675b-448d-49dc-b59b-1cd1799ff690,PRD-0044,STR-044,2023-04-18,Sports & Outdoors,-3.206,3.49,18.05
bcbf5c98-cb94-4fec-aa4f-ecdfaa910f8a,PRD-0121,STR-001,2023-04-18,Grocery,-1.719,1.57,3.55
4125055c-bf3e-40ef-9067-9cc32cf5c8a9,PRD-0040,STR-033,2023-04-19,Toys & Games,-0.425,2.84,17.96
30a9a939-44e5-499d-bf0c-36280f47374c,PRD-0042,STR-013,2023-04-19,Sports & Outdoors,-3.34,1,20.03
7e5426b9-2a75-4208-8b94-0163399d7d71,PRD-0086,STR-048,2023-04-19,Grocery,-4.956,3.08,1.49
c25b7f00-6736-46c4-9b93-854a2121cf15,PRD-0055,STR-043,2023-04-19,Electronics,-3.171,1.25,1.05
4977c74f-c098-451e-b0f2-5e2383749067,PRD-0106,STR-037,2023-04-20,Toys & Games,-3.38,3.49,18.57
7deac463-515f-45f6-bc18-2b99add3d0bb,PRD-0128,STR-045,2023-04-18,Grocery,-1.058,1.59,7.31
17dfadec-80e4-4de3-9c81-24cde5c7e6d5,PRD-0061,STR-021,2023-04-20,Apparel,-2.213,1.18,1.98
588ff53c-01a1-4c1b-b1a0-85b236624760,PRD-0200,STR-049,2023-04-20,Grocery,-2.573,1.04,2.16
f6f894be-6986-46a1-834d-f4fd4445103c,PRD-0189,STR-004,2023-04-18,Electronics,-0.923,2.96,8.95
335c33e3-c6ae-4489-9e18-fffc612be2f6,PRD-0079,STR-014,2023-04-18,Apparel,-4.224,1.86,19.22
aa7208b9-dc90-410c-9189-a70a07db5ce5,PRD-0172,STR-027,2023-04-20,Health & Beauty,-0.261,1.75,8.34
4a45957e-d631-4d38-a8b4-19521ec634c8,PRD-0044,STR-030,2023-04-20,Sports & Outdoors,-0.785,3.39,9.94
6a9e9f3a-0b4a-49b0-a572-0b6a8a1e0ba5,PRD-0189,STR-031,2023-04-20,Electronics,-1.589,1.27,13.74
1d84faa1-8c67-4d1c-a6da-10081d3366e6,PRD-0111,STR-001,2023-04-20,Health & Beauty,-0.479,2.81,3.3
678e4797-3c98-4d75-8180-ca17af5e054f,PRD-0136,STR-044,2023-04-18,Apparel,-2.388,2.69,9.3
af4a7a29-62c3-4424-b241-70498557fd69,PRD-0017,STR-017,2023-04-19,Electronics,-2.844,1.49,5.02
ebc6317e-e909-45dd-a802-3d81ff60c979,PRD-0152,STR-024,2023-04-19,Electronics,-1.103,2.54,23.85
e72795ec-ed30-4f77-a346-e0201cd1350c,PRD-0088,STR-011,2023-04-20,Grocery,-1.69,1.54,4.62
7d0d2ced-228c-4df4-bdc8-59c27512bd6b,PRD-0010,STR-031,2023-04-21,Sports & Outdoors,-4.975,1.58,3.66
aa931f91-3036-40db-b255-6821806f5590,PRD-0044,STR-050,2023-04-21,Health & Beauty,-2.841,2.13,5.28
af5d1f42-1e72-4084-905c-209df08c424e,PRD-0195,STR-046,2023-04-19,Sports & Outdoors,-4.798,2.32,1.62
fad5b1bb-58d2-47f7-9180-0b753faeb693,PRD-0189,STR-049,2023-04-21,Automotive,-4.92,1.12,11.77
5cd1c21d-64b6-490b-8bae-d09ebcdfa77b,PRD-0073,STR-003,2023-04-19,Sports & Outdoors,-1.293,1.74,8.55
6a27415f-0df1-4d2c-9fca-b5e381be703a,PRD-0028,STR-035,2023-04-21,Grocery,-1.097,2.31,9.74
da1518da-d94d-4c08-ada8-7a912c056f62,PRD-0180,STR-023,2023-04-20,Home & Garden,-3.415,1.08,1.96
a77b5c61-fd18-438b-955f-f60b5b0877af,PRD-0165,STR-005,2023-04-19,Electronics,-2.739,1.72,13.03
af80392e-a742-46b5-8949-7d5b72667f2f,PRD-0022,STR-029,2023-04-20,Toys & Games,-1.053,2.06,12.84
3fec478a-1b26-4aef-94e8-661c0424ad10,PRD-0102,STR-017,2023-04-21,Apparel,-3.357,2.19,2.27
0e0d5866-5e0f-46b4-9fc4-2b2d9ae6c00a,PRD-0099,STR-008,2023-04-21,Apparel,-4.437,1.62,3.97
08591814-d8ec-445a-88ed-5b9c3391b06b,PRD-0127,STR-031,2023-04-21,Home & Garden,-3.289,1.02,1.07
2ae9f593-dcdc-4303-9146-71215cecdfd4,PRD-0161,STR-029,2023-04-21,Apparel,-4.244,3.22,10.49
22a355c8-b981-4bf8-8d42-ad9b2c98e45f,PRD-0167,STR-007,2023-04-21,Automotive,-2.378,1.27,21.31
58a53a9a-7a28-4974-8ddd-ab16540248e9,PRD-0066,STR-009,2023-04-21,Home & Garden,-4.502,2.14,16.4
7ae69e45-3f29-4a83-9634-59b990675bd6,PRD-0059,STR-038,2023-04-21,Toys & Games,-2.944,2.69,20.99
0f505838-6f2e-41f8-aa0a-84a0fa0a48b4,PRD-0158,STR-032,2023-04-21,Apparel,-3,2.82,5.43
eb32b463-cfe8-4d63-abf2-68f80c758980,PRD-0134,STR-011,2023-04-20,Health & Beauty,-4.75,1.07,6.01
990f174d-2c13-47a6-b74e-8382ca9620b2,PRD-0085,STR-029,2023-04-21,Apparel,-3.341,1.16,5.04
db5bbbf4-520c-4154-a51c-1cd007a8e5ed,PRD-0046,STR-015,2023-04-22,Sports & Outdoors,-0.754,1.23,1.06
db767ba2-9d8d-494e-816e-744906cd4d28,PRD-0145,STR-048,2023-04-22,Health & Beauty,-3.617,1.26,17.26
e5276fb7-4fb1-47d7-8b41-91e64d20f825,PRD-0135,STR-037,2023-04-20,Toys & Games,-2.411,2.58,16.5
3ba610d7-3f6a-4909-b874-5b0e00f796d2,PRD-0006,STR-050,2023-04-22,Sports & Outdoors,-4.643,3.33,1
9b749b44-b420-4d6f-bd9a-5ee452aab031,PRD-0067,STR-015,2023-04-22,Electronics,-1.673,3.26,14.73
768c42e2-a2ec-450f-9d09-f41b834d0f6d,PRD-0129,STR-017,2023-04-20,Toys & Games,-2.634,2.34,6.83
9df9c9a8-1d40-4331-9937-e55933fab264,PRD-0078,STR-002,2023-04-22,Grocery,-1.259,1.23,5.61
2547d045-1783-42d8-9ae7-45027a25ce3a,PRD-0020,STR-010,2023-04-23,Home & Garden,-2.403,3.04,15.31
09aa0f6c-d43a-4efd-8ab6-64280445cef7,PRD-0169,STR-041,2023-04-22,Sports & Outdoors,-4.084,2.47,16.84
48c2fbaa-8347-4493-8e41-3f9e40382257,PRD-0074,STR-001,2023-04-23,Toys & Games,-0.721,1.26,6.91
5027340d-bbbf-4595-9ea4-a4af8b598677,PRD-0133,STR-006,2023-04-21,Sports & Outdoors,-3.82,3.08,14.52
d3209ff1-e4cd-4257-afc0-4519e1bc193f,PRD-0052,STR-030,2023-04-20,Home & Garden,-2.934,3.1,17.06
603aef90-1472-4989-90ec-6b1cad7deac5,PRD-0189,STR-007,2023-04-22,Home & Garden,-0.647,1.9,23.54
0789a4b3-7f05-40a6-9210-4b302de04dd1,PRD-0153,STR-023,2023-04-23,Automotive,-4.315,3.2,1.18
b171ef68-aa2e-42f0-b19c-e0f23dbc2719,PRD-0031,STR-004,2023-04-23,Home & Garden,-3.456,1.1,12.29
20357248-1453-428f-8f4a-81ec09ebce6a,PRD-0184,STR-028,2023-04-21,Automotive,-0.16,2.55,20.75
2eb4bacc-374e-45e1-938b-94706d960896,PRD-0162,STR-004,2023-04-24,Automotive,-2.906,2.99,1.02
3563624f-cdbb-43a4-b05c-4bebe78aaf96,PRD-0080,STR-017,2023-04-22,Toys & Games,-4.98,1.76,17.18
0505cc84-702e-41c5-b67c-4b754f6a62b0,PRD-0110,STR-030,2023-04-23,Sports & Outdoors,-0.669,2.37,15.08
efb14fbe-de0d-44bc-8282-744d5ce19a10,PRD-0115,STR-022,2023-04-24,Sports & Outdoors,-1.291,1.15,23.64
25e9499c-c03d-4244-a42c-252f6bdb6d72,PRD-0060,STR-011,2023-04-22,Health & Beauty,-3.215,2.8,4.78
31b5bb17-8962-4b1b-8332-1092e01832c6,PRD-0096,STR-019,2023-04-23,Electronics,-1.156,3.45,1.07
6d3ea866-bdb9-4a73-ac82-1a4fc016c5fd,PRD-0048,STR-006,2023-04-22,Sports & Outdoors,-4.801,2.52,14.17
2e6a8b19-d98b-4a29-98be-d1f937d4d394,PRD-0173,STR-015,2023-04-24,Home & Garden,-3.666,1.16,16.22
d22a4d99-80dc-4a52-9cef-8c1a8950ef7f,PRD-0020,STR-025,2023-04-22,Apparel,-2.835,1.23,11.06
cf054555-f576-4015-b83b-e82208acef4e,PRD-0017,STR-039,2023-04-24,Sports & Outdoors,-0.764,3.23,16.6
dfc030e9-fd49-40ef-92bd-e08b6ba6af49,PRD-0167,STR-004,2023-04-23,Sports & Outdoors,-1.574,1.6,4.09
cff27f4a-16d4-4b6c-8b6f-34cea289b6fa,PRD-0181,STR-001,2023-04-24,Apparel,-3.466,2.18,13.6
171365c3-1ee0-43f0-9bb6-22e0e494196c,PRD-0188,STR-002,2023-04-24,Grocery,-1.716,2.78,12.85
52dafb4b-177f-4324-96d3-b78c4cc3aeda,PRD-0190,STR-039,2023-04-24,Home & Garden,-2.016,1.37,19.29
5238da1d-465d-4f4b-811a-830e8756f5b9,PRD-0167,STR-015,2023-04-22,Electronics,-2.673,2.81,2.16
c68b6821-d90d-4876-bc5d-c9821b265686,PRD-0007,STR-028,2023-04-22,Sports & Outdoors,-3.223,2.74,1.01
d2b11080-33a9-4ee2-902b-d47a10c063df,PRD-0053,STR-030,2023-04-23,Toys & Games,-1.048,2.13,12.07
c31d6cf0-5f17-4185-878b-369868761ae8,PRD-0077,STR-050,2023-04-25,Automotive,-4.983,1.55,3.18
1f476a7f-fd42-47f5-abc9-fb6369f9b0b4,PRD-0192,STR-008,2023-04-25,Automotive,-3.252,1.08,7.46
a53040b7-5bd2-44a0-89e7-c293ce2e54d6,PRD-0129,STR-012,2023-04-23,Home & Garden,-0.271,2.81,9.93
0bc76deb-9431-4c51-996f-9882da99d8c8,PRD-0063,STR-022,2023-04-24,Apparel,-0.392,2.46,21.34
fa0c0c79-b7c5-4034-be3d-9abb6db9e552,PRD-0142,STR-047,2023-04-25,Home & Garden,-2.439,2.75,22.7
59cf8b35-a1b8-42b6-a3a2-8fca9eddcbc7,PRD-0189,STR-028,2023-04-25,Automotive,-1.506,1.68,15.7
47f960eb-b1cb-44a9-8ab7-4f68d0263f84,PRD-0200,STR-026,2023-04-25,Electronics,-2.76,2.47,22.24
ef73a36b-badb-4d77-a0de-ed373ed879d1,PRD-0154,STR-038,2023-04-24,Automotive,-2.65,2.91,9.42
637e241c-e377-4a29-b8dc-5bd69587568a,PRD-0112,STR-014,2023-04-24,Automotive,-3.227,1.03,7.19
ed47d8ae-f7b1-4f62-b25e-6aab49f12dfd,PRD-0195,STR-035,2023-04-23,Grocery,-3.005,2.31,1.46
db899e27-fe71-4f84-a54c-5ba89d0cb264,PRD-0002,STR-037,2023-04-26,Sports & Outdoors,-0.502,1.8,13.42
1ebdb382-cff0-4efe-82b1-af04d242584a,PRD-0137,STR-035,2023-04-25,Automotive,-3.712,2.29,22.87
15d64e93-4d37-43d9-b192-0dfbee8ca57a,PRD-0181,STR-013,2023-04-23,Home & Garden,-1.137,2.73,12.2
dce9ed2b-8dd6-4407-b8a9-43edd8090080,PRD-0039,STR-029,2023-04-25,Electronics,-4.734,3.13,1.52
cce024cb-cab5-440f-a27b-6937d8f4ab35,PRD-0050,STR-032,2023-04-23,Grocery,-1.527,1.02,2
46b7fd9c-bbd6-4526-a0f7-1db327799320,PRD-0075,STR-010,2023-04-24,Automotive,-0.948,1.52,17.07
2db298c6-9248-4e5d-9e06-dc4f8fdc9e96,PRD-0109,STR-043,2023-04-26,Toys & Games,-1.068,1.6,3.85
1f89220d-ae3f-45ff-b7ff-1473d7cbdfd9,PRD-0001,STR-039,2023-04-25,Sports & Outdoors,-2.369,1.53,10.59
f35f5790-47cc-4f92-8642-bdd86175c8bc,PRD-0063,STR-001,2023-04-24,Sports & Outdoors,-4.726,1.67,19.53
17cb0ca0-11fc-472c-9d92-34c31771aca7,PRD-0054,STR-013,2023-04-25,Home & Garden,-2.401,1.53,15.19
e6c5fadd-430e-4941-9adf-f51eef9013a7,PRD-0050,STR-006,2023-04-25,Health & Beauty,-0.322,3.29,1.7
3f9d6c4c-1207-4559-9016-cf4b7875a9bf,PRD-0154,STR-049,2023-04-24,Toys & Games,-4.948,2.49,18.38
c4ca1c9b-ee15-4e0b-b61d-e713c67041f2,PRD-0016,STR-038,2023-04-25,Grocery,-0.445,3.38,20.08
440c6d22-d790-43f1-83bc-a9905adf53e0,PRD-0184,STR-035,2023-04-26,Health & Beauty,-4.86,3.42,14.83
4f8ea113-6f07-45ae-b74f-96222633ead7,PRD-0142,STR-006,2023-04-25,Home & Garden,-4.171,2.1,2.59
3f77dd9b-befe-465b-8d5a-d1ef83cfdb96,PRD-0199,STR-008,2023-04-26,Health & Beauty,-2.244,2.72,14.31
2f565c3b-5588-4c82-b151-69e6c322d6aa,PRD-0169,STR-013,2023-04-26,Automotive,-1.369,1.83,1.18
881b1cc8-adf3-4b10-87b7-11b44a58a05e,PRD-0140,STR-028,2023-04-24,Sports & Outdoors,-4.264,3.35,2.22
3d1e05a7-70c3-4e30-8eac-f603faea0d76,PRD-0095,STR-031,2023-04-24,Home & Garden,-2.906,2.19,1.1
305ff0a9-08bc-4fbb-ba34-82bb977c22c2,PRD-0024,STR-022,2023-04-25,Sports & Outdoors,-4.434,2.35,23.93
9a264c99-150c-46cc-b317-4dc6c7222f2a,PRD-0138,STR-020,2023-04-26,Electronics,-1.225,2.43,19.67
a77564fb-a0e7-4636-928c-e9dcb8265d50,PRD-0157,STR-030,2023-04-27,Toys & Games,-0.411,1.93,10.73
2a038df4-6611-4e30-92a1-a3587a59720b,PRD-0159,STR-012,2023-04-27,Electronics,-3.526,2.11,14.21
a17aaaba-5d31-4ea0-aa7d-fd95ae7c1298,PRD-0175,STR-020,2023-04-26,Sports & Outdoors,-1.244,2.21,9.64
2d929125-a33d-4f83-bdd0-09a257bc2e3c,PRD-0108,STR-006,2023-04-25,Electronics,-1.009,2.17,19.12
4b62d6c0-c29c-489a-b2d5-39c4e2cea410,PRD-0145,STR-042,2023-04-25,Sports & Outdoors,-1.147,1.44,11.03
ac2d4a28-86aa-48cf-8cae-9d7bc8b9a9b2,PRD-0006,STR-001,2023-04-25,Electronics,-0.796,1.03,14.13
3937a1d1-e5ab-4eea-82c8-23a7e6fe3b3b,PRD-0062,STR-008,2023-04-27,Toys & Games,-3.533,2.04,23.87
79566d24-7088-4b0c-9630-7e7a7ade8478,PRD-0073,STR-045,2023-04-25,Toys & Games,-0.997,1.09,4.7
9bb18f69-3109-4b79-b851-cb2560c95ac5,PRD-0182,STR-050,2023-04-28,Sports & Outdoors,-2.045,3.25,7.99
548bd71b-8cd4-473c-ab72-d0ec80cb24ab,PRD-0040,STR-014,2023-04-27,Health & Beauty,-2.458,3.04,8.43
bdca7a60-7581-439b-be85-5d85a5d929e7,PRD-0129,STR-036,2023-04-27,Home & Garden,-0.117,2.28,21.27
a4363974-0614-4d14-b9cc-48968977642f,PRD-0004,STR-016,2023-04-28,Home & Garden,-1.352,2.02,12.67
06da5140-fc40-4c84-bf0f-49716559b097,PRD-0039,STR-025,2023-04-28,Grocery,-3.886,2.46,3.32
2d1f4a6a-2dcb-43b4-be24-a476217adaf1,PRD-0101,STR-034,2023-04-26,Sports & Outdoors,-3.248,1.84,11.7
d5ab9e87-e767-4b58-871d-d849445e9ba7,PRD-0109,STR-023,2023-04-26,Toys & Games,-0.615,2.92,17.15
b214920b-e614-4147-850d-2806175ed53a,PRD-0155,STR-037,2023-04-28,Health & Beauty,-3.419,1.6,1.07
31c268a5-18ba-44ba-a217-d6e03b112ad4,PRD-0055,STR-031,2023-04-28,Grocery,-3.786,1.81,7.29
6f21a077-4754-4ffa-bced-d3f3558b3511,PRD-0137,STR-042,2023-04-26,Sports & Outdoors,-2.806,2.15,22.41
9a507cff-d25b-48cd-b487-a8268a5dcb50,PRD-0009,STR-020,2023-04-26,Automotive,-0.433,2.97,2.74
d5f36df3-02b1-43eb-9d96-da57e7b32a16,PRD-0105,STR-017,2023-04-26,Health & Beauty,-4.76,3.25,22.51
c38a7af1-7cd9-4367-94ac-b3e83dbce1b2,PRD-0063,STR-006,2023-04-27,Home & Garden,-1.63,1.53,3.27
dd190351-86fe-450e-9952-c81e1742a05b,PRD-0113,STR-034,2023-04-27,Toys & Games,-4.19,2.42,3.43
9734fdb9-9fc4-4280-9767-431c28ecdff2,PRD-0064,STR-048,2023-04-27,Home & Garden,-1.707,3.37,1.56
a0a11077-6e89-4b9d-bb13-b7cd6ac12671,PRD-0009,STR-037,2023-04-27,Apparel,-2.333,1.33,1.69
d31e25c7-3576-48bf-a702-a18a826f5633,PRD-0054,STR-039,2023-04-29,Health & Beauty,-4.274,2.22,18.29
c0021d53-b135-479d-be8d-52a6037881b2,PRD-0139,STR-006,2023-04-29,Sports & Outdoors,-4.865,2.77,1.85
f5291e9c-9bb7-45c6-8775-fafefcf8e3fa,PRD-0074,STR-032,2023-04-28,Home & Garden,-0.77,1.02,18.29
7251c80a-136a-4ae5-94b2-041d3b931e37,PRD-0139,STR-044,2023-04-29,Grocery,-2.495,3.5,23.37
a3747b70-3811-46fa-8b9c-f0d62df8282c,PRD-0160,STR-026,2023-04-27,Electronics,-1.08,1.21,9.07
106d4aa8-fcee-456a-b717-2915a9b308c6,PRD-0027,STR-036,2023-04-28,Apparel,-2.074,2.5,1.34
9db70030-a64c-4c07-9e8e-334828967960,PRD-0009,STR-016,2023-04-29,Electronics,-3.386,3.39,8.01
63ccaba8-c847-4ecd-923d-d1b857fbd450,PRD-0161,STR-030,2023-04-29,Grocery,-4.991,3.05,7.66
64fde126-c3e8-490d-aa16-7b813defbd76,PRD-0136,STR-006,2023-04-29,Toys & Games,-2.028,1.24,5.59
bc706e00-3aa2-4a89-a9d8-edbf8ba50272,PRD-0112,STR-029,2023-04-30,Automotive,-2.229,2.3,22.21
5f963906-ea01-4a88-8417-12a2973fbab8,PRD-0003,STR-042,2023-04-29,Grocery,-1.644,1.65,13.32
48857eb2-fa79-487b-92d9-bde204bd5750,PRD-0129,STR-015,2023-04-28,Automotive,-1.245,1.63,3.72
ce67dcee-e82f-4795-898f-4f2d51a44504,PRD-0003,STR-031,2023-04-29,Electronics,-4.75,3.42,19.68
729a3737-0e26-46a1-85d4-7055a2d88dbf,PRD-0199,STR-036,2023-04-27,Grocery,-4.589,3.33,5.76
b22f8c89-2dfd-48f8-9f4b-3d2d3fc42255,PRD-0007,STR-041,2023-04-29,Grocery,-4.097,2.86,11.46
81a03bcd-64c5-4433-9577-793fd093ab09,PRD-0058,STR-042,2023-04-29,Health & Beauty,-4.565,1.17,9.26
81488cf9-4474-4326-a955-2a6dfee93434,PRD-0169,STR-019,2023-04-30,Toys & Games,-3.343,2.04,24.12
a6f22a88-3307-425b-8a9c-130490ef0c04,PRD-0076,STR-046,2023-04-30,Health & Beauty,-4.914,2.57,12.78
9b263ed3-51df-4619-a877-14ada82f516f,PRD-0183,STR-007,2023-04-29,Home & Garden,-1.719,3.1,15.6
c1cb59ea-b153-4f69-bcce-3794132eb387,PRD-0035,STR-023,2023-04-30,Health & Beauty,-1.369,3.1,18.58
d1f11218-ac7f-432a-aace-3640e1bdc88f,PRD-0165,STR-033,2023-04-28,Apparel,-3.03,1.41,11.55
af3b7e3b-9496-4ce4-b489-448cb34f22e6,PRD-0149,STR-017,2023-04-30,Health & Beauty,-0.89,1.33,21.28
28fe259f-8e16-4be2-9ca2-ef9cb31e45f8,PRD-0067,STR-023,2023-04-29,Electronics,-2.611,2.56,14.41
454194b9-f480-4e13-99cd-01eba30e27f4,PRD-0184,STR-009,2023-05-01,Health & Beauty,-4.3,2.9,11.84
49dd18bf-5a8c-43cb-ae0e-ed26618359cb,PRD-0031,STR-021,2023-05-01,Apparel,-3.488,2.08,2.37
d96bcbc0-670a-4f98-a704-36751b5111de,PRD-0107,STR-006,2023-05-01,Electronics,-3.709,3.18,15.33
68348045-ca3f-4ea7-9069-7f5a4a24f489,PRD-0166,STR-034,2023-04-30,Home & Garden,-0.395,1.78,21.62
8c480e24-dd43-4b27-9138-7694cbe6a0aa,PRD-0071,STR-033,2023-04-30,Grocery,-4.018,1.39,1.56
be731969-1ea9-46df-9192-0964f77c0d12,PRD-0017,STR-021,2023-04-30,Apparel,-3.672,1.67,6.75
66222b23-b5fa-42d4-b386-07dd08d1e426,PRD-0087,STR-026,2023-04-28,Apparel,-2.182,2.59,3.27
92010891-de90-4c1a-8b23-c2e9ec697c11,PRD-0150,STR-003,2023-04-30,Grocery,-3.345,3.47,2.68
fe183a93-df29-467c-96b8-40d1db5ebe26,PRD-0041,STR-010,2023-05-01,Home & Garden,-3.869,1.32,6.28
3ce63b23-7003-4e0d-8295-27381ed44aa8,PRD-0013,STR-037,2023-04-29,Toys & Games,-3.218,3.16,15.44
68750d10-7130-4377-843f-1b3716ad023b,PRD-0075,STR-003,2023-05-01,Automotive,-4.397,2.21,22.69
a2f1e34f-2b28-4409-bed8-83e785e150e3,PRD-0014,STR-042,2023-05-02,Toys & Games,-1.531,3.47,12.19
6fa1efb4-110f-4932-b6ee-a24dba2b4e1a,PRD-0185,STR-013,2023-04-29,Apparel,-1.248,2.79,1.4
7105bacc-a6a4-4556-9a5d-c3deba2511ea,PRD-0079,STR-039,2023-04-29,Home & Garden,-4.102,2.07,7.18
24b28f8b-cdb8-4d81-bd6b-734fab67fef7,PRD-0062,STR-039,2023-04-30,Health & Beauty,-2.914,1.26,14.31
12e43ba5-76d4-45e2-821b-e171340072fe,PRD-0029,STR-029,2023-05-01,Automotive,-0.4,2.16,3.98
a0eabfc8-e3ba-4cfd-8bbb-1510cce68a18,PRD-0085,STR-007,2023-05-01,Grocery,-1.689,2.28,5.09
d20dc9ab-15af-4d81-91a4-871e3fbf7754,PRD-0118,STR-041,2023-04-30,Grocery,-1.225,1.12,16.56
847a9579-770a-45fc-aaec-28e8c81dbf83,PRD-0021,STR-004,2023-05-02,Grocery,-4.61,1.43,16.02
196ce427-bb43-4502-8d92-b5acd76ba546,PRD-0020,STR-012,2023-05-02,Toys & Games,-4.103,2.37,1.55
6056962f-895a-466e-925b-eb5fdcecea30,PRD-0106,STR-001,2023-04-30,Sports & Outdoors,-4.862,2.67,6.56
7baec1c5-bd37-4a4c-8292-3b341a1d174a,PRD-0140,STR-013,2023-04-30,Home & Garden,-2.833,2.25,21.77
11b8f14d-8226-4856-9ca5-b5e8827ce350,PRD-0027,STR-028,2023-05-01,Sports & Outdoors,-2.965,2.98,1.4
c3c4bfcd-8bec-48d9-99f0-215dd3374216,PRD-0018,STR-028,2023-05-01,Grocery,-1.168,2.76,16.78
d77d1e7f-e65e-4843-bf24-d969c99e85d7,PRD-0182,STR-006,2023-04-30,Electronics,-3.409,1.7,3.39
1c89124d-912d-4481-96f5-9699ca656d79,PRD-0193,STR-013,2023-05-02,Automotive,-0.561,1.29,11.41
08e7ece1-151a-4dd5-a252-fad27f392e7d,PRD-0150,STR-002,2023-05-01,Home & Garden,-0.269,2.03,23.91
56ddfd37-e302-4bf7-97d0-be79546b31be,PRD-0158,STR-041,2023-05-01,Toys & Games,-0.976,2.93,16.99
4d1c1fc6-af41-4639-8574-2506b5fbd254,PRD-0119,STR-033,2023-05-03,Apparel,-4.987,3.31,16.53
2ee530c8-f549-41c7-92d2-3a7e583b0d7a,PRD-0156,STR-008,2023-04-30,Electronics,-2.809,2.27,10.68
81ec1133-ffd4-41bb-a727-dec4d8ecd449,PRD-0100,STR-030,2023-05-02,Toys & Games,-4.492,3.31,2.87
1d6161fd-d595-4369-9f61-23ff78f8f916,PRD-0158,STR-001,2023-05-02,Automotive,-1.881,3.1,7.89
b12a9fb8-4609-4aef-afad-ce73b05ad40b,PRD-0183,STR-017,2023-04-30,Health & Beauty,-1.328,3.01,1.23
d4d7ce46-4c83-427f-81ec-2bfb01fedfa3,PRD-0182,STR-040,2023-05-01,Sports & Outdoors,-0.725,2.26,12.85
17d486cc-c0b6-40db-a00a-7d5446c3fa37,PRD-0127,STR-033,2023-05-02,Automotive,-1.649,3.1,4.23
14b89dd2-2a6b-4125-9ea9-cc8bff3b1e9a,PRD-0162,STR-032,2023-05-01,Grocery,-0.117,3.08,13.25
9599a42a-bf68-4c37-a07b-45069c9a3e81,PRD-0021,STR-024,2023-05-01,Health & Beauty,-2.797,1.39,23.27
4fe4319e-8888-47e4-a28e-558aecd46970,PRD-0056,STR-022,2023-05-02,Grocery,-2.615,1,19.75
4dc9740c-186c-4676-bcb4-37c40fe1e8ca,PRD-0053,STR-028,2023-05-01,Health & Beauty,-2.149,3.45,5.55
8366add0-bbe3-4c2c-a9b0-ee8b63086a5d,PRD-0118,STR-048,2023-05-03,Grocery,-0.769,2.21,7.76
01284235-20a1-491a-bebf-e6ed1aaf920f,PRD-0051,STR-008,2023-05-02,Health & Beauty,-0.764,1.21,17.76
a97dd7f2-c0c2-41e6-90fb-5d1ae8a04386,PRD-0011,STR-018,2023-05-02,Automotive,-2.802,2.05,1.92
b4c9fa0b-624e-4ce7-8c51-c2f90f465bf7,PRD-0171,STR-050,2023-05-03,Electronics,-1.221,1.51,16.68
9de3a175-4457-4f4d-b930-449e5be66669,PRD-0152,STR-005,2023-05-02,Toys & Games,-1.375,2.83,19.11
dd4a310a-d18b-431b-b39c-5476c6b18809,PRD-0085,STR-022,2023-05-02,Home & Garden,-2.942,2.19,7.71
88e3c431-c4cc-4f24-9d03-17f3543085f6,PRD-0135,STR-016,2023-05-02,Health & Beauty,-3.422,3.4,7.8
b7adc9e3-e35f-446e-865f-0f82853e6ffd,PRD-0095,STR-043,2023-05-03,Apparel,-1.853,1.04,20.89
31697af9-c245-4e70-8ee6-7e107d00f245,PRD-0079,STR-032,2023-05-01,Apparel,-3.072,1.23,13.71
83d66dc5-de9c-4ecf-8a86-fce1de828815,PRD-0058,STR-042,2023-05-02,Electronics,-4.292,1.21,1.19
1bd50e35-8711-46bf-8d03-84b9c5de26ad,PRD-0051,STR-001,2023-05-03,Automotive,-0.653,2.76,11.28
dd5bcb73-c47e-4547-9c76-6f774278767f,PRD-0112,STR-035,2023-05-03,Apparel,-2.112,2.32,1.19
b1b035ea-d4c4-4f22-ac0a-4b808ae6fa76,PRD-0033,STR-016,2023-05-02,Health & Beauty,-4.746,2.9,1
